author,jml_penelitian
"Sembiring,WildanKahfi",1
"Susanti,Lea",1
"Mahara,FennyAmilia",1
"Hidayat,Fahmi",1
"Silalahi,EviMardiastuty",1
"Tosida,EnengTita",1
"Syafi'i,MaulanaAkhmad",1
"Musfira,Lasta",1
"Aulia,Risdayatri",1
"Putra,AndiEka",1
"Irsyad,Brian",1
"Brilliandaru,Guntur",1
"Nafella,Yoanda",1
Siwoyo,1
"Rafii',TyroMuwaaritsWahyudi",1
"Yuliantina,Salwa",1
"Rivai,FathanAldi",1
"Imanningsih,Nelis",1
"Kurniawan,Cecep",1
"Sudaryono,HasnaNadiyahBanafsaj",1
"Ramadhani,Rahma",1
"Sukma,Alfy",1
"Wijaya,DesakGedeKarlinaSatwiva",1
"Alfiana,Salza",1
"Putri,NadiaRahmanina",1
"Pakpahan,AnnaMegawatiBr",1
"Susanti,EndahDwi",2
"Fadloli,AhmadFajar",1
"Hidayat,Rian",1
"Nugraha,Ramlan",1
"Efendi,Zuliar",1
"Wahyuni,Fera",1
"Izzatuddinillah,Iffah",1
"Febri,IsnaAyu",1
"Salma,Nasyia",1
"Prabantarikso,RMahelan",1
"Nurhidayat,Ridwan",1
"Noviyanto,Alfian",1
"Mahadah,Rohmi",1
"Soares,Cristina",1
"Safrudin,MuhammadSafrul",1
"Hakim,DediBudiman,Sri,WidyastutikHartoyo",1
"Hubbansyah,AuliaKeiko",1
"Ahmad,MuhammadAkram",1
"RNagarajah,Paveenraj",1
"Purnawarman,trioso",1
"AgustinaSuherman,Dwida",1
"Alya,Fatima",1
"Riwu,RonnyMarkusJami",1
"Are,Imasrezkiamanah",1
"Diporianto,Jemi",1
"Amin,SaptaPriyana",1
"Nurvitadewi,Dian",1
"Andrianti,SafinaDea",1
"Ishak,Mursalin",1
"Prasetyo,Rian",1
"Edvanido,Hijrianto",1
"Utari,EndahHari",1
"purnomo,IGedePanjiAgung",1
"Amalia,Febrianti",1
"Nurfiarini,Amula",1
"Hedianto,DimasAngga",1
"Zulfi,FaizIsmail",1
"Mutharasu,Muhinthan",1
"Hakim,AhmadRendraLukman",1
"Primawidyawan,Aditya",1
"Rohmah,LailiaNur",2
"Rahmawati,Septiya",2
"Aras,MuhammadAkbar",1
"Auliatunnisa,Riham",1
"Akmal,AMuhIchlasul",1
"Rodika,Erni",2
"Ramadhan,FarisGibran",1
"Fitriani,Annisa",1
"Dhianawati,Ika",1
"Rachmah,AnnisaAulia",1
"Fahriani,Satya",1
"Bintang,MuhammadIlham",1
"Sundaningrum,Winda",1
"Saragih,Adrian",1
"Kawirian,RizkyRegina",1
"Salsabila,PutriRubi",1
"Elham,Elham",1
"Dinanti,Zahra",1
"Kurniawan,KlarissaMelviana",1
"Mazda,Tika",1
"Alissabila,Nisrina",1
"Allam,MuhammadFaris",1
"Sabam,Sabam",1
"Widiastuti,Happy",1
"Caesario,Rully",1
"Yawan,Ronny",1
"Nurcahyanto,Arif",1
"Madani,ResiawanIchyaUlum",1
"Sopyan,Dedi",1
"Rachman,FadhilaNurzafira",1
"Sigalingging,Alvina",1
"Raviani,AlyaGaluh",1
"Yudanto,FarhanSatrio",1
"Taufiqurrachman,Mochammad",1
"Vian,KukuhOkta",1
"Tihurua,EkaFatmawati",1
"Aldianty,Devie",1
"Soekmadi,Mulatsih",1
"Zulfani,Anisa",1
"Prayoga,Roby",1
"Saputra,AldynandaBusma",1
"Wijayanto,RadenDanang",1
"Kriswantriyono,Agit",1
"Ramdani,Iqbal",1
"Suhari,LucianaPegitasa",1
"Pulungan,RahmiNabila",1
"Nur,FarhanMaulana",1
"Alfan,Tony",1
"Kurnia,AdeDimas",1
"Parwati,LusianaSani",1
"Khoirunnisa,RahmaniarAde",1
"Putra,YanTeraDhiyana",1
"Suwarsinah,RrHenyKuswanti",1
"Wiguna,Oga",1
"Thoriq,MuhammadAlpha",1
"YuliatiYovi,Efi",1
"DwiRahmawati,Azelia",1
"Hairani,AnnisaFatrikha",1
"Wicaksono,Rahadian",1
"Soedarmodjo,TheryPrastika",1
"Oktaviansyah,RaiArindra",1
"Auliya,Fakhrina",1
"Setyawati,Lilis",1
"Nuva,Nuva",2
"Idilia,CutFebie",1
"Veronica,MirandaAnastasya",1
"Fauzi,Rahmad",1
"Irham,Ilda",1
"Fadillah,Arif",1
"Abdurrahman,Alif",1
"Shafira,AnisyaElsa",1
"Putra,HilmanYusupiDwi",1
"Adiningsih,IntanYunianti",1
"Alfain,MohammadDisam",1
"Abiyoga,MutiaraPutri",1
"Budiyanto,FirgiawanIndraKusuma",1
"Janutoko,Gani",1
"Saputra,WillyAzis",1
"Samuel,Martelius",1
"Faidzin,MuhammadNur",1
"Akmal,Halim",1
"Djakiman,Rapida",1
"Rahmawati,AnindyaIntan",1
"Wardhani,IchsanPrasetyo",1
Tridiarti,1
"Kartiko,WildaUlinnuha",1
"Julian,Aldyno",1
"Zahra,KhadijahAulia",1
"Afaf,Sausanil",1
"Hanani,AnnisaZati",1
"Solehat,ImamiDwina",1
"Syahgatra,ArioVallentino",1
"Ningsih,DitaSeptia",1
"Putera,DavaKenesAmanda",1
"Rahayu,Siti",1
"Zahra,AisyahAz",1
"Prakarsa,RizkiGencar",1
"Bako,Surandha",1
"Almayna,Shahrin",1
"Aulia,WindaDwi",1
"Avyni,EvaYolynda",1
"Firda,RiskaAmalia",1
"Syafitri,Aidilla",1
"Putra,Agastia",1
"Putri,AyuDiahPutuLaksmi",1
"Ardhani,DhiyaNabilla",1
"Kamila,InayahYasmin",1
"Sukarno,AlyssaAz-ZahraAnggraeni",1
"Anwar,NadiaHarumi",1
"Tabina,AdindaSalfa",1
"Parameswari,AnnekeTriyaGaluh",2
"Zakiyyah,RizmaMaliyatuz",1
"Dewi,RebeccaKusuma",1
"Baranta,Muhammad",1
"Sakai,AlyssaDiane",1
"Waraningtyas,Indira",1
"Salsabila,LarasGhita",1
"Shidqy,ZaidanMuhammad",1
"Kuniawati,Ani",1
"Diniaty,Rossa",1
"Rozak,AndesHamuraby",1
"Nurinnisa,Kharisma",1
"Fatmalasari,GustiAyu",1
"Rusyda,FarhanaHalimah",1
"Syah,FarhanAnugrah",1
"Listari,SilviaEmilia",1
"Andini,FarahSyifa",1
"Jumarang,MuhammadIshak",1
"Wanda,Irvan",1
"Robinda,Indah",2
"Rahmadani,Karina",1
"Tanjung,HazariahUmliana",1
"Faishal,Muhammad",1
"Morizon,Morizon",1
"Santoso,ArinaSalsabila",1
"Septian,AlfarizGilang",1
"Alzahra,RaisyaFatima",1
"Panggabean,NadineSerephina",1
"Rullimansyah,MuhammadAlta",1
"Wliasih,Ranti",1
"Sutejo,AjiWahyu",1
"Andriani,Eka",1
"Panudju,AndreasTri",1
"Sidiq,AuliaSalsaFathurochman",1
"Gaol,Jonson",2
"Brian,Yafet",1
"Pradityo,PuguhSusilo",1
"Ardana,Ngakan",1
"Tizana,Aenur",1
"Handojo,YonathanWilliamNovian",1
"HilmyBadruzzaman,Muhammad",1
"Bawana,StefanusChandra",1
"Alfi,Dion",1
"Zahra,AdindaPutri",1
"Reminda,Nova",1
"Dewa,WisnuJaka",1
"Sintia,Mira",1
"Febrianingtias,Novaana",1
"Rahmawati,AnisDyah",1
"Nurwulan,Retna",1
"Gracella,Nadine",1
"Marhamah,AuliaShofiaRahmatu",1
"Putri,DellmyAfria",1
"Dwiatmoko,AdidAdep",1
"Idrus,Aprialdy",1
"Husada,MuhammadAulia",1
"Supriyo,Prapto",2
"Ramli,ShaqinaZahranti",1
"Ismail,AnandaDaffa",1
"Amrullah,RizkiAbi",1
"Deviandini,Gisela",1
"Shalihah,HasnaPutri",1
"Romiza,NazalArafi",1
"Silalahi,Bib",1
"Sahdani,Rahmad",1
"Nurkholifah,IndahDwi",1
"Paisey,EldaKristiani",1
"Rasyid,Abdur",1
"Kautsari,Neri",1
"Rasyadi,Andy",1
"Hasna,DarinAulia",1
"Pratama,RamaJuang",1
"Ramadhani,Ahmad",1
"Kabeakan,IrvanMaruliParlindungan",1
"Wassalwa,UlisSalsabila",1
"Mutirani,Anis",1
"Yasminingrat,RAnantamaBenanda",1
"Nugraha,Dedi",1
Giovani,1
"Suselowati,Tituk",2
"Winahyu,FauziyyaPuji",1
"Yulianti,Monita",1
"Juniwati,Deny",1
"Sabrina,Zulia",1
"AzZahra,Afifah",1
"Zakaria,Nasa'iFurqan",1
"Khasanah,Siti",1
"Sirat,FiolaJosephine",1
"Ismah,Khairunnisa",1
"Sihombing,VivinSilvaliandra",1
"Damanik,AlessandroGeovani",1
"Nabiu,Nadya",1
"Putri,AnitaHazimah",1
"Azhim,MuhammadFadhlil",1
"Sutanto,Agus",1
"Prihatini,Riry",1
"Purnomo,Dwi",1
"Ali,PutiRetno",1
"Sukamto,PryagungMadhe",1
"Ng,UMay",1
"Fazira,EraNur",1
"Wiloso,Edi",1
"Simamora,Jefri",1
"Wardani,TiaraPratiwiKusumah",1
"Amin,SalwaNi'matulMaula",1
"Bangun,TriNandaCitra",2
"Atthoriq,Faisal",1
"Rahmansyah,AhmadAkmal",1
"Himawan,Fajar",1
"Kamal,MohammmadMukhlis",1
"Pulungan,Ahyar",1
"Muhammad,HammamAs-shidqi",1
"AbdulRashid,NoorMaisarah",1
"Santosa,Alfian",1
"Izam,TengkuAishahAfiqahTengkuMohamed",1
"Fahmi,Nurul",1
"Alamsyah,BayuAkbar",1
"Widiyono,Wahyu",1
"Lestari,Peni",1
"Rushartami,MeidinaArimbi",1
"Badrun,Idvan",1
"Triastuty,SteraMita",1
"Priatna,WahyuBudiPriatna",1
"Diwangsa,DhiahAfifah",1
"Primasatya,RifkyFirmana",1
"Jasthin,Riki",1
"Arif,BagasImam",1
"Oktaviana,Melda",1
"Prasidyastuti,Dilla",1
"Nurdiana,Atika",1
"Rama,KhairutTamamDwi",1
"Yudhistira,Eka",1
"Taufiq,Taufiq",1
"Adisaputra,Dicky",1
"Evalia,NurAfni",1
"Wicaksono,DionisiusDwi",1
"Tarwana,KamilahNurdini",1
"Purba,FajrinaAlyaniHadian",1
"Tong,LohYee",1
"Silitonga,JanKevinSalomo",1
"Syaifie,PutriHawa",1
"Akbar,RoroIntanSasmaya",1
"Putra,IkbalAlsi",1
"Ihwanudin,AdittiaNur",1
"Ariesto,Yohan",1
"Saujana,RezqineuAkbar",1
"Muhibuddin,Fuad",1
"Amarullah,MuhammadWildan",1
"Paramadina,Siwi",1
"Al-Afandi,Muhammad",1
"sobir,etal",1
"Damayanti,Rosyi",1
"Mahiroh,Istianatul",1
"Noor,RicoAmananta",1
"Dekrityana,LuciaCyrillaEkoNugrohowatiSupriyadi",1
"Mulyani,Putri",1
"Lanuriati,Arisna",1
"Nugroho,Akbar",1
"Saputra,NovandaDuaDery",1
"Anidya,DeaKhalissa",1
"Yani,ZakiyaPutri",1
"Adam,Shaeykha",1
"Rachmansyah,AzZahraPutri",1
"Ghassani,AwwalaAzizah",1
"Naoremisa,Deandarla",1
"Dananjaya,MDwiPradnya",1
"Theodora,RimtaTaliaEmenina",1
"Satyaningtijas,Aryanisismin",1
"Ashari,HaidarRafi",1
"Kurnia,DhafinAqilaMufidah",1
"Nurfitriana,Diah",1
"Diaz,ShaniaRuth",1
"Fitrios,Ahsani",1
"Larasati,FebrinaMaharani",1
"Nasrulloh,Aa",1
"Imran,Rafidah",1
"Sembiring,Rodeo",1
"Iqomah,SitiNur",1
"Dahlan,ShafaZahira",1
"Naftani,Widy",1
"Yumna,NibrasFarah",1
"Handini,Riana",1
"Istiqomah,Amalia",1
"Haryati,Teti",1
"Suprianto,Edy,etal",1
"Permatasari,DewiRahmawatiIntan",1
"Wihartiko,FajarDelli",1
"Utari,Resti",1
"Mardhotillah,AndaniJamilah",1
"Lusiana,Citra",1
"Rahman,SyifaAfifah",1
"Ummah,Fadhilah",1
"Aswidinnoor,Hajril",1
"Susanto,Untung,etal",1
"Yanti,Asri",1
"Chasanah,AnnisaLatifa",1
"Nauval,Dzaki",1
"Ramadhani,Savitri",1
"Pathmanathan,Divheyaa",1
"Siregar,SyifaAlfaritsa",1
"Lee,XinBeiJessica",1
"Djamaludin,DjemdjemMoh",1
"Pinka,KiaraSalsabilla",1
"Nadhifah,Nisrina",1
"Luthfiyah,Khairunnisa",1
"Gustawan,ArdyaHwardaya",1
"Darussman,HudaShalahudin",1
"Annisa,FitriyaNur",2
"Muhajir,Fadil",1
"Christian,Michael",1
"Hisan,AhmadZuhril",1
"Lisdiawati,Hartika",1
"Chaerani,Jasmine",1
"Syamsiyah,Dzorifatus",1
"Sugiarti,Mita",1
"Dewi,PutriLintangNurKumala",1
"Syifa',FriscaAulia",1
"Salsabilla,Maharani",1
"Anindia,KanailaHaliza",1
"Kuan,BeulahQueenXi",1
"MohdZuhari,MaryamSyahirah",1
"Ritonga,RaisMudaHabibie",1
"Diaz,FarizArrachman",1
"Reza,SasqiaMallikahAulia",1
"Abdullah,GebySalsabella",1
"Laras,Shepti",1
"Dwitama,DandrizaRizki",1
"Putri,ShafaAdela",1
"Hen,NicholasZengWei",1
"Annisa,FadiyaRidha",1
"Vidita,Brilianti",1
"Rachmadini,HalizaSuci",1
"Nugrohoputri,Allifiya",1
"NurramadhanifromFitriaAnnisaNurramadhani,FitriaAnnisafromFitriaAnnisaNurramadhani",1
"Umroh,JustinSofi",1
"Prasetya,Prita",1
"Risnaldi,Prido",1
"Iskandar,RhegyPratidina",1
"Cesilia,Christine",1
"Amin,Muhammad",1
"Purnami,Izatun",1
"Salsabila,Shofiyah",1
"Sudrajat,RHerman",1
"Darusman,HadiShalahudin",1
"Arafatananda,Fitri",1
"LeongHoiTung,Natalie",1
"Fahrudin,Mokh",1
"Nadzifah,AnisRidha",2
"Perdana,YogaCipta",1
"XiaoRong,Chin",1
"Digyo,OscarDanielKusumo",1
"Purnamaningrum,NoraDyahAyu",1
"Arumugam,Khirthanaa",1
"ZhiYien,Tan",1
"BinMuhammadFathullah,Fathurrahman",1
"Utomo,AriefBimo",1
"Pratama,Mikhael",1
"Fithriani,Nurhanifah",1
"Pradana,YovanHerland",1
"Marlina,Resti",1
"Siahaan,ArieJosuaFrantoPratama",1
"Anggraeni,AniesyaSefia",1
"Natasya,Putri",1
"Syaifullah,Ahmad",1
"Sari,RatnaJuita",1
"Pratama,HisyamZulfikarAdi",1
Suparyana,1
"Noviyanti,Mely",1
"Jusuf,ElenaAdjani",1
"Selvanayagam,ManishaDevi",1
"Widodo,KharismaDwiWidodo",1
"Fajr,LatifaPutri",1
"Ramadhan,Tio",1
"daSilva,VernicadoCarmo",1
"Nahriyatussyifa,Anggi",1
"Reflianti,RezaMahdiah",1
"Azizah,Azizah",1
"Rahmawati,MegaTri",1
"Bhila,AisyaSalsa",1
"Sundara,RamadhanAdirasa",1
"Kusuma,RaihaniIndah",1
"Siahaan,CindyFricella",1
"Pramadhani,Dhimas",1
"Sapenti,AjengDzakiyyah",1
"Sekarsari,Yosephina",1
"Maulana,Adam",1
"Hibatullah,MuhammadHafizh",1
"Anjani,SalsaDwi",1
khairani,1
"Hasby,AhmadRijani",1
"Hadinata,MLatif",1
"Nabawiah,Safira",1
"Kurniawati,Fitri",1
"Wahyuni,DeviSri",1
"Siing,NicoleHiiWan",1
Wafiyyatunnufus,1
"NurFaridah,Didah",1
"Astuti,Puji",1
"Hermiati,Euis",1
"Simanullang,Sumiati",1
"H,TasyaAnum",1
"Alfani,NiaNur",1
"Machmuddin,SalsabilaKalsum",1
Karina,1
"Yie,AudreyNgJia",1
"Simorangkir,AmosRR",1
"Akbar,Ilham",1
"Fherentina,Laetare",1
"Hamida,Wanda",1
"Chairunissa,VanyaAzzahra",1
"Gabrilla,Natasya",1
"Rhodes,AngelaRaudhah",1
"Putri,FalsaMartianaKencana",1
"Izzah,AtikahNurul",1
"Mahasti,NadilaAnggi",1
"Ilmi,Inayati",1
"Nurlatifah,Siti",1
widiatmaka,1
Trisasongko,1
Ramdhani,1
"Mulyani,MitaFitri",1
"Rahmatilla,Suci",1
"Styaningrum,MeideviRatna",1
"Tsabita,AneSeptahayu",1
"Afrian,MuhammadDicky",1
"Badriyyah,SyifaNoor",1
"Kinanti,Ramadhania",1
"Andelta,AnisaAulia",1
"Sahuri,Sahuri",1
"Assyifa,NahdaKamila",1
"Susanti,AuliaEvi,etal",1
"Salma,DzikrinaFikrotus",1
"Aqila,FarradibaShafa",1
"Astuti,DwiAprilliaLinda",1
"Akmilnia,Milla",1
"Kurnia,Dimas",1
"Natumaran,Praveena",1
"Kismantoro,Dede",1
"Ghufran,Irshadi",1
"Mursalin,Naufal",1
"Hikmah,Nur",1
"Dini,ShafaRahma",1
"Fauzi,AriniResti",1
"Putri,MumtasyaKarima",1
"Sophia,HanaFaizah",1
"Fajriaty,Deannisa",1
"Utomo,Budi",1
"Rusli,AuliaMaulana",1
"Jannah,Nor",1
"Dewi,NikmahUtami",1
"ZhiShuen,RegineYeo",1
"Mufida,Ghina",1
"Islami,Nurfara",1
"Rahayu,DeviFitri",1
"Satyamoorthy,JeremiahJonathan",1
"Indra,Azzura",1
"Putra,OccaAdetaBima",1
"Widianto,Teguh",1
"Munir,Sirojul",1
"Yudha,IrvalWira",1
"Fitri,OliviaHafizah",1
"Taufiiqoh,Maitsaa'Rifdah",1
"Eugenia,Syaima",1
"Asmorobangun,FilloneDesireMaria",1
"Wardhana,MuhammadEmirKusuma",1
"Rahmadi,Rais",1
"Hapsari,Dwi",1
"Prasetia,Hanikka",1
"Sari,FadhilaCynthia",1
"Putri,DennisIndahIndra",1
"Heksana,RistaAdhisRona",1
"Hutomo,HandikaAjiPangestu",1
"Prasertya,MuhammadIqra",2
"Rolesya,Wujud",1
"Prasetya,MuhammadIqra",1
"Hairani,Budi",1
"Nasrullah,Falih",1
"Kurnia,Andri",2
"Sondari,NyiPutriSiti",1
"Gusthama,Raihandika",1
"Sukmawati,SisqinaUmmi",1
"Qothrunnada,Yumna",1
"Febrianto,MuhammadRizaHanief",1
"Ginting,FebrinaMalemita",1
"Annisaa,Juhriyatun",1
"Muhammad,AqshalAbiyoga",1
"Caroline,MaharaniBilqist",1
"Saputro,Suryo",1
"Aristy,PutriBerliana",1
"Putri,ShofiiAmaliah",1
"Hidayanti,Priliadita",1
"Sutarno,AnnisaPutri",1
"Larasatie,Pipiet",1
"Christiawan,NikolausAdven",1
"Putri,TiaraSulistiana",1
"Maharani,DwindaPutri",1
"Maula,ZhulvaMiskiyatul",1
"Wulansari,Ayuningtyas",1
"Rozi,Fakhrul",1
"Alfarizi,NabilRaihan",1
"Manik,BtrSriSyntia",2
"Purnama,FajarAdi",1
Khoirunisa,1
"Rupaedah,Bedah",1
"Bovani,RaisadibaPutri",1
"Setiawinardi,Anggieta",1
"Anggraini,Dwi",1
"Rahma,LuthfiaAinur",1
"Hasnani,IrbatiSistha",1
"Sibag,MarkL",1
"Wiwiyanti,AliyahBaida",1
"Untsa,AgistaTsani",1
"Oktavian,Rizki",1
"Fauziah,NadiraAribah",1
"Davin,Christophorus",1
"Hidayat,ZehanAzani",1
"Assiry,RifqyRachmatta",1
"Sutopo,Sutopo",1
"Anggraini,AlfaLaTansa",1
"Ardianto,RievandiDwi",1
"Safira,AnnisaAti",1
"Tuharea,IryantiRahmaniar",1
"Rahman,AdamArdian",1
"Savira,NoniYulia",1
"Dzakia,NailaIzna",1
"Baidillah,RadenFaiz",1
"Fadhilah,Nur",1
"Pradana,DioGusti",1
"Nasyafira,HanifahZahra",1
"Ishak,AndiBasoLompengeng",1
"Yustikasari,Rika",1
"Adrial,Adrial",1
"Faturrachmi,HauraRiezky",1
"Maolana,Megaselvia",1
"Fitri,IzzaKhairani",1
"Nafisah,Hanan",1
"Putri,IvankaNabilla",1
"Safira,KireinaGusti",1
"Jelata,TediIrfan",1
"Roziawan,MuhammadRizkiFitrah",1
"Rinika,Reni",1
"Evafroditus,Yuniarta",1
"Wahjuningrum,Dinnamella",1
"Romadhon,HamdanMuhammad",1
"Sape'i,Asep",1
"Arkan,Raihan",1
"Widayati,Yunita",1
"Sugiarto,Ari",1
"Ahmad,DimasNabil",1
"Pratama,AldrichsyahYoga",1
"Soetirto,Muhammad",1
"Yanamisra,Alfira",1
Sukisno,1
"Ratnadilla,Thamara",1
"Putri,SorayaAstia",1
"Ramadhani,Jidan",1
"Meta,FildzaShabrina",1
"Prasetiadji,Andhika",1
"Wati,BerkahSetia",1
"Sari,DianPermata",1
"Jauhari,ListyanadaShafiyahAmirah",1
"Rizki,TBAditia",1
"Rosita,IndahFajrinaAyu",1
"Haekal,Muhammad",2
"Situmorang,Irvan",1
"Pinarika,Putri",1
"Clarissa,AnnebelDiestya",1
"Wardhani,RatihAnindita",1
"Putri,AjengSujiah",1
"Silalahi,RomaitoBr",1
"Sitepu,SanfriskaBr",1
"Purnawati,Rini",1
"Ruhiyat,Dadang",1
"Baihaqi,MuhammadHaikal",1
"Daryanto,Ady",1
"Banun,FauziahMutia",1
"Dharmawan,Leonard",1
"Baihaqi,Farhan",1
"Ramadhaniah,Vetty",1
"Faida,AlexaNur",1
"Rizkiana,Ridha",1
"Nugraha,Trisetya",1
"Tuti,Meylani",1
"Mukhtar,ZaidRodhinal",1
"Yulianto,Hardiyan",1
"Fauzan,Muhammmad",1
"Farhan,Farhan",1
"Khasanah,AuliaUswatunNur",1
"Aini,SepdiaQurrota",1
"Inayah,Audia",1
"Iskandar,MokhammadDahri",1
"Kurniawan,MuhammadFakhri",1
"Pristi,Nurkholis",1
"Rifana,HaikalZaky",1
"Aisyah,Aisyah",1
"Harahap,WiniAafiniJ",1
"Dacholfany,MImanullah",1
"Semadi,IDewaPutu",1
"Nugrahani,RamadhantiDwi",1
"Herawati,NurAini",1
"Nur,FerrilMuhammad",1
"Taufiqulhakim,Muhammad",1
"Bustami,Bustami",1
"Aprillia,AdeniaCahyatie",1
"Ulfah,SitiAliah",1
Marzidah,1
"Kaimuddin,MuhammadIrfan",1
"Amelia,Reisty",1
"Pasaribu,NurPaisah",1
"LaDia,WaOdeNurAsma",1
salsabila,1
"Rafif,Kevin",1
"Iqbal,RyanMuhammad",2
"Oktavia,Fetrina",1
"Darojat,MuhamadRizqi",1
"Karlina,Annisa",1
"Zahrin,TVionikarinAdelia",1
"Napitupulu,DavidTuanDoli",1
"Zamborita,DepichaZambustya",1
"Muhammad,DanungFadel",1
"Syukron,Mohammad",1
"Prasetiya,Ghaasy",1
"Utama,UlfianaMahiraRahma",1
"Sihaloho,TifanyYosephin",2
"Priambada,Ageng",1
"Ayunina,Rahmi",1
"Firdaus,ShalwaSalsabilaHushandtinisyah",1
"WahyuniS,WulanTri",1
"Adnyane,IKetutM,etal",1
"Pasaribu,GabrielitaClaudiaMeilana",1
"Farisa,DianTiara",1
"Nugraha,FarhanDandi",1
SBSusilo,1
"Nasir,SyifaQolbiyah",1
"Aminudin,IndraZulfan",1
"Damayanthi,VeraDian",1
"Dewi,RiaSukma",1
"Akbar,MuhammadPratamaRizky",1
"Nafisah,Dena",1
"Nugrahani,Endar",1
"Ahkrizal,Afdhal",1
"Sastrawan,Uding",2
"Mahdania,NadyaFaziraIslah",1
"Murdiyarso,ProfDrIrDaniel",1
"Musnamar,RiloRuseffi",1
"Arrazzaq,AlfarisBaqir",1
"Ghaesani,AlfiyyahHaezah",1
"Ayu,Inna",1
"Pangestu,Fikal",1
"Abdullah,Taufiq",1
"Pratama,MPanji",1
"Anandita,AmyraFirdhausya",1
"Saputra,Fitrah",1
"SeptianPandjaitan,Bony",1
Supari,1
"Syafrianno,AlifAkbar",1
"MudzakirSetiawan,Amsari",2
"BudiRaharja,Adyaksa",1
"Husna,AurelAliefya",1
"AyunKartika,Kartika",1
"Orlando,DitoNaufal",1
"Anggriani,HennyNurpa",1
"Amaliani,DikaPutri",1
"Cahyani,DwiHelmalia",1
"Fadhilah,MuhammadLuthfieFadhilah",1
"Anahal,Puspita",1
"Setiawan,KhoirulHimmi",1
"Andika,Riki",1
"Ambarwati,Damara",1
"Levifolia,Shorea",1
"Rumampuk,TasyaLaudita",1
"Setiawan,Dicky",1
"Yunus,MohammadArif",1
"Aviola,Chelsea",1
"Alwi,RioKevinMarcello",1
"Pambudi,Djadmiko",1
"Manggala,RunnyAmirah",1
"Tarigan,EldaRemalyaMilenia",1
"Prayitno,Rudy",1
"Alim,Iqbal",1
"Ardyansyah,MachmudPutera",1
"Nabilla,NadyaSheila",1
"Faishal,Ahmad",1
"Siregar,AmrilMutoi",1
"Usman,AfdhaliahK",1
"Rizal,MuhammadEdy",1
"Reza,RizkiMuhamad",1
"Budiyanto,Yoppi",1
"Restiyani,Destika",1
"Risnanda,HafidhFikri",2
"Godi,RizalLul",1
"Triyono,Rudi",1
"Salsabila,DaniarNur",1
"Ramadhan,RizkiTriKurnia",1
"Syafriyandi,Debby",1
"Mutaqin,Faizal",1
"Dananjaya,DaffaAry",1
"Az-Zahra,Fatima",1
"Haqiqi,Lu'lu'Firdausi",1
"Defitrianida,AsyhuriyahWardah",1
"Jannah,Mirriyadhil",1
"Djajadiputra,PaternusOwen",1
"Andrianyta,Harmi",1
"Khusaeri,Ahmad",1
"Natusifah,Layyi",1
"Saputri,AflahahRamadhani",1
"Rahmi,Nur",1
"Ekawananto,DimasWahyu",1
"Suyoko,Suyoko",1
"Hayati,AlifahNur",1
"Hidayati,LailiFithri",1
"Putro,FikriAldiDwi",1
"Nugroho,DanangAria",1
"Amanda,Syifa",1
"Ramadhanty,Adinda",1
"Anggraini,ZahraFitri",1
"Faishal,MuhammadAriq",1
"Qodri,MuhammadIqbalAl",1
"Yudhistiro,KevinRamadhani",1
"Rindayati,Muhammad",1
"Siregar,SitiMewah",1
"Dermawan,Andry",1
"Amal,BayuIkhlasul",1
"Salaby,AbdelRahim",1
"Qanitha,Mudrika",1
"Sinatrya,Qonita",1
"Miftahudien,MuhammadFaqih",1
"Kaharuddin,Amalyah",1
"AlFarishi,MSulton",1
"Roza,UtiAlvina",1
"Lonthor,DesyWulansari",1
"Agusta,Waqif",3
"Nurfianti,Lutfia",2
"Saravistha,DeliBunga",1
"Sinaga,Melan",1
"Bagenda,Christina",1
"Nurdialy,Mela",1
"Rizkia,NandaDwi,etal",1
EKSHMuntasib,1
"Harahap,SerarifiElagin",1
"Sari,Yulia",1
"Muslimiah,Muslimiah",1
"Aprilia,Arrahmah",1
"Matondang,MuhammadRidwansyah",1
"Hein,Lars",1
"Riqqi,Akhmad",1
"Rossita,Annuri",1
"Abdillah,Farhan",1
"Yunus,HeriSetiawan",1
"Daniel,DavidJhon",1
Feriyanto,1
"Naziah,HilmaRosmy",1
"Basmah,ZahrahNuha",1
"Cahlia,Uci",1
"Fadhilah,Izzatul",1
"Gandidi,RaihanRizqullah",1
"Marzanti,Amelia",1
"Astuti,Riski",1
"Wulandari,DwiPutri",1
"Sari,Nindi",1
"Prapanca,RianArdiana",1
"Ardiansyah,Yuda",1
"santoso,Nyoto",1
Samsul,1
"Setiawati,Mia,etal",1
"Hadiansyah,Firman",1
"Saputra,NevkyEmiraj",1
"Fadilah,MentariNur",1
"Fernando,Gabriel",1
"Annisa,Ela",1
"Kistia,Junah",1
"Salsabila,Farah",1
"Pratiwi,CyndanaHaerani",1
"Almas,Husniyah",1
"Nikmah,Maftuchatun",1
"Hadiko,Gunawan",1
"Aviantara,DwindrataBasuki",1
"Aulia,NurulIzzah",1
"Ali,Usman",1
"Hairani,RaissaSyahputri",1
"Surbakti,Heron",2
Indah,1
"Rosdianto,HafiizhaSeptigrahadiani",1
"Nurhakim,MuhammadDimas",1
"Zura,MuhammadFarhanNajmi",1
"Wakhidah,AtikNur",1
"AlYamini,ThobibHasan",1
"Ratna,Endangsri",1
"Affaral,Muhammadbio",1
"Julio,RaihanHadi",1
"Wahyuni,VeraFitri",1
"Gunanti,-",1
