author,jml_penelitian
" Atikah, Nurhati",1
" Tanti, Ariyani",1
" Gunadi, Ridzqi Ayulisa",1
" Hartina, Wiwin",1
" Simanjuntak, Bagas MPMB",1
" Simbolon, Maydleine Agustina Rotua",1
" Salsabila, Ana",1
" Novanti, Athena Ilda",1
" Munawir, Ahmad",2
" Adhiningsih, Liliana",1
" Assyifa, Dipa Nur",1
" Irawan, Jekki",1
" Rachmatika, Nada",1
" Pamungkas, Muhammad Pramudio Samiaji",1
 Fifiyatma,1
" Nurlaila, Umi",1
" Ahmad, Aziz Husain",1
" Khasanah, Nafisatun",1
" Sitorus, Andre Bonardo Yonatan",1
" Elmania, Mella Sarah",1
" Djalil, St Hartini",1
" Nugrahaningrum, Dyahayu Palupi",1
" Harmoko, Rikno",1
" Irawan, Shasmita",1
" Herna, Herna",1
" Widyanti, Talitha Faustina",1
 Subaryanto,1
" Farand, Fauzan Siszadli Dwi",1
 Rahmi Y,1
" Lubis, Annisa Fithri",1
" Sausan, Mutia Fatin",1
" Irmayanti, Rina",1
" Mauludy, Muhammad Riswan",1
" Iliyyan, Divina Umanita",1
" Fachira, Aufa",1
" Ferina, Febriana Putri",1
" Sinaga, Yanti",1
" Rajagukguk, Yolanda Timoria",1
" Kevin, Immanuel Surya",1
" Nasrulloh, Muhammad Aldi",1
" Destiani, Mega",1
" Ningsih, Rita",1
" Syakuro, Abdan",1
 Wiwiek Rindayati,1
 Casmanto,1
" Awalludin, Rahmat Muhammad",1
" Siahaan, Gracia Tiffany",1
" Wardani, Zenderi",1
" Saleh, Muhammad Buce",3
" Prihanto, Budi",3
" Puspaningsih, Budi, et al",1
" Supriyanto, Bambang",4
 Badi'ah,1
"Sari, Rita",1
" Asidah, Nur",1
"Zulbairnarni, Nimmi",1
" Rahmania, Nurul Athia",1
" Sirait, Angelin Septitania",1
" Widjaya, Hermanu",1
" Rohmah, Nur",1
" Rahayu, Annisa",1
" Ritonga, Rizky Adriansyah",1
"Suharno, Amzul Rifin",1
" Pinto, Joaquina da Silva",1
" Arifin, Antares Syahnevy",1
 Yunandar,1
" Fajar Kamil, Mohamad",1
" Saputra, Ilham",1
" Wijaya, Sonny",1
" Darusman, Huda",1
" Wulan, Diah Nawang",1
" Shafira, Tiara",1
" Janianti, Venty",2
" Sari, Sindi Pratika",1
" Kurnianto, Ferry Dwi",1
" Syafiqah, Rani",1
" Kamesworo, Sondhy",1
" Prasada, Adhika Banu",1
" Firmansyah, Aditya",1
" Putri, Dellariza Ramadhan",1
" Ridwan, Khalid",1
" Hapsari, Fransiska Utami Dwi",1
" Cahyani, Christy Nur",1
 Hendrayanto,1
" Siswantoro, Rudy Dwi",1
" Syarifuddin, Ferry",2
" Hernita, Laras Shinta",1
" Swarsinah, RR Heny Kuswanti",1
" Dewi, Novi Mutiara",1
 Krisdianti,1
" Mulyanto, Gandang",1
" Asih, Dwi Ndaru Sekar",1
" Karima, Alim Wulandari",1
" Rahmadi, Puji",1
" Wahyudi, Helmi",1
" Septiani, Anggita",1
" Ashari, Arif Hidayad",1
" Sutiarso, Bondan",1
" Yudesfa, Ovaldo Risky",1
" Haq, Muhammad Irfanul",1
" Windriyo, Hanif Wildan",1
" Santoso, Rika Setiabudi",1
" Miftahudin, Miftahudin",8
" Wijayanti, Arum Kartika",1
" Suhaima, Nurafi Razna",1
" Mohamad, Yani",1
" Taufik, Djatna",1
" Wardah, Siti",1
" Wahyuni, Ismarinda",1
" Fauzah, Dian",1
" Ishthifaiyyah, Sayyidah Afridatul",1
" Hutama, Billy Sariel",1
" Umadi, Sarah Sakinah",1
" Setyowati, Ririn",1
" Nirmalasanti, Novera",1
 Efriansyah,1
" Aditya, Mohammad Rizki",1
" Hidayat, Taofik",1
" Latifa, Ziadatunnisa Ilmi",1
" Anasya, Nadhifa Nur",1
"Santosa, Dwi",1
" Firlandiana, Maulidi",1
" Saputri, Rika Ani",1
" Adisti, Disa Sita",1
"Nur, Farhan Alfian",1
" Ashari, Gabriel",1
" Kartika, Ni Luh",1
" Peniwidiyanti, Peniwidiyanti",1
"Afiff, Usama",1
" Budiono, Novericko Ginger, et al",2
" Falah, Faizatul",1
" Septiano, Muhammad Dhifas Kurniawan",1
" Ayumna, Hikmah",1
" Hidayah, Ummu Fitrothul",1
" Irwani, Sabitah",1
" Panjaitan, Anggi Regina Patricia",1
" Fitri, Trisnani Yuda",1
" Setiyani, Nurika Asih",1
" Arini, Shafira Cendra",1
" Absari, Gustini Woro",1
" Lisnawati, Lisnawati",1
" Hasan, Asmar",1
" Pranditha, I Dewa Gede Agung Surya",1
" Haq, Izhar Amirul",1
" Alang, Nova Idha Putri",1
" Nugroho, Kristianto",1
" Daya, Firman Syah",1
" Parawansa, Nadia Musyafiqa",1
" Oktavia, Reninda Febi",1
" Shatrie, Firly Mariska",1
" Nida, Mike Tihas",1
" Zahiroh, Nur Aini",1
" Padyawan, Andhy Rahmat",1
" Siswi Indrasti, Nastiti",1
" Azmi, Silmi",1
" Parlindo, Fitra",1
" Purnama, Sucitya",1
" Abdat, Rifat",1
" Kusumah, Nabiila Azhaar",2
" Satvika, Fadhila",1
" Shuen Yuan, Siow",1
" Syafiyullah, Radian",1
" Aryawansyach, Rifky",1
" Miftah, Fadhilah Nafisah",1
" Gaffar, Muhammad Abid Halim",1
"Ahmad, Faozan",6
" Novianti, Nova",1
" Aini, Mila Azzahro",1
" Khairini, Eliza",1
" Purwadi, Agus",1
" Hidayat, Farhan Arif",1
" Amalia, Kiki Puspita",1
"Panuju, Dyah",1
" Mulya, Setyardi",1
" Rosidah, Ainur",1
" Yudistira, Adis Lukman",1
" Putra, Nuzul Syah",1
"Fauzi, Ichsan",1
" Susanti, Desi",1
" Hasan, Galih Mohamad",1
" Adiwijaya, Cakra",1
" Aziz, Hanif Abdul",1
" Ridhoha, Selvia Mahilda",1
" Nasution, Anisyah Fitri Agustin",1
" Ikhlima, Putri Istiana Sifa",1
" Syakina, Lana",1
" Gea, Festha Nensritus Nawua",1
" Atmaja, Reza Dwi",1
" Karlina, Linda",1
" Girindra, Reza Norfansyah",1
" Pratama, Syilvia Nosya",2
" Desriyanti, Fitriyah",1
" Silaban, Lambok Laurence Yu Vanny Artauli",1
" Irianto, M Yuli",1
" Evar, Fitrawaty Orista",1
" Putri, Nadya Yona Eka",1
" Tuqa, Bimo Rana",1
" Juniar, Dea Handayani",1
" Aimanah, Ega Wardatul",1
" Hasanah, Julita",1
" Nurfitriani, Indah",1
" Andranurviza, Alfi Yani",1
" Oktaviani, Giananda",1
" Krisandi, Bayu Aji",1
" Rahmawati, Rika Sri",1
" Purnama, Kartika Okta",1
" Zahra, Yulia Annisa",1
" Pratama, Muhamad Ryan",1
"Ramadhan, Aditya Taufiq",1
" Siregar, Edward H",1
" Dewi, Farida Ratna",1
" Elvira, Natasha",1
"Rismonika, Vegi",1
" Octovani, Fandlas",1
" Indahwansyah, Felia Rizkina Ariyanti",1
" Widiarna, Muhammad Rizqi",1
" Rimbawan, Mochammad Gilang",1
"Priatna, Wahyu",2
" Dewanti, Ayu Puspita",1
" Anshorulloh, Usaid Alkamil",1
" Putri, Yunita Sulistyo",1
" Armi, Al Hadiidtya",1
" Kharis, Wilaga A",1
" Prathivi, Marina Noor",1
 Adrian,1
" Fitriani, Syahriphona, et al",1
" Anwar, Sity Azizah",1
" Budiman, Anri Safitra",1
" Pratiwi, Mutiara Nur",1
" Deladeria, Viola Putri",1
" Wildhanrahman, Fakhoor Izaaz",1
" Siswoyo, Martinus Dwi Fredi",1
" Ginting, Samuel",1
" Setiadi, Elang Ferdi",1
" Desita, Laura",1
" Adnina, Ghina Suci Nur",1
" Adam, Rabbani Bray",1
 Muhibbuddin,1
" Munfa'ati, Rafika Husnia",1
" Tobing, Jeremia Cariston Lumban",1
" Wardhani, Krismandya Ayunda",1
" Kristini, Wanda",1
" Hartono, Silverina Adhitthana",1
" Fauzi, Irfan Azhar",1
" Ramadhana, Fauziah",2
" Muhajirin, Muhammad Sabilal",1
" Wildan, Dudi Muhammad",10
" Sutiani, Lia",1
" Susanti, Destia",1
" Sahara, Nanang",1
" Kinasih, Yasya Hanifa",1
" Marttiana, Rizky",1
" Irawan, Rendi",1
" Clement, Leonardo Juan",1
" Wibowo, Arif",2
" Riza, Nurasiah",1
"Arhatin, Risti E",1
" Basri, Dian S",1
"Natih, Nyoman M N",1
" Suhendar, Dian",1
" Daulay, Winni Liani",1
 Cahyarini,1
" Manurita, Elda",1
" Setiani, Junita",1
" Khasanah, Anna Uswatun",1
" Muniroh, Nur Afmi",1
" Hayati, Rahmi",1
" Lestari, Lucky",1
" Putri, Anne Mumtaza",1
" Siburian, Theresia Marito",1
" Abadi, Indra",1
" Karisadini, Karisadini",1
" Devi, Andhika Rahesta",1
" Yeni, Andri",1
" Natasya, Euodia",1
"Falah, Dr Syamsul SHut, MSi",1
" Nurcholis, Dr Waras MSi",1
" Nasution, Gusti Aulia",1
" Salsabilla, Tsalista",1
" Fithry, Auliya",1
" Septiyani, Dina Nur",1
" Lestari, Fitri",1
" Pramarta, Mohamad Arif",1
" Yudhistira, Yudhistira",1
" Budi Utami, Sri Pangesti",1
" Faisal, Ahmad",1
" Maulana, Fachridzul",1
" Palisu, Victor Hendrico",1
" Proboningrum, Sekar",1
" Suprianto, Agus",1
" Zain, Cindy Rezeki",1
" Inayatullah, Nur",1
" Meitama, Salma",1
" Abdullah, Jundi Aiman",1
" Khalilurrahman, Ibrahim",1
" Fuadi, Rakhmad Yusril",1
" Nurqalbi, Andi Utari Anniza",1
" Anam, Ferry Saiful",1
 Masrayuna,1
" Saputro, Irvan",1
"Pandjaitan, Nurmala",1
" Hidayah, Mariska",1
" Alkuin, Fernaldy Manuel",1
" Syahrillah, Hikmah Nisfi",1
" Azizah, Desti Nur",1
" Putri, Felicia Rizal",1
" Purba, Andro Clift Yansen",1
" Indraprahasta, Galuh Syahbana",3
" Fikri, Arie",1
" Tanuwijaya, Kholis",1
" Nazal, Muhammad Faris",1
" Elviantari, Adelia",1
" Sinaga, John Anderson",1
 Kusnanto,1
" Pwk, Dennis Saputra",1
" Khotimah, Fitria",1
" Yuniar, Hervina",2
" Akhdiana, Ira",1
" Farisha, Mega",1
" Nurhermawati, Renica",1
" Istiqomah, Fatimah Nur",3
" Agus, Hetty Novita",1
" Permadi, Aldy",1
"Karyati, Nur Etika",1
" Banurea, Panji Ilahi Halomoan",1
"Asikin, Zenal",2
" Anggriani, Aulia",1
" Fernando, Elbert",1
" Sari, Mitha Kurnia",1
" Pudjas, Nabila Tsoerayya Gustia",1
"Kartika, Juang Gema, SP, MSi",1
" Ramadhan, Auliya Adli",1
" Ayni, Qurrotu",1
" Sartono, Dwi Zulelikawati",1
" Intan, Sirly Eka Nur",1
Suhendi,2
 Hartoyo,1
" Putri, Cicellya Silvani Haifa",1
" Rachman, Ifhan Rachadhi",1
" Huda, Muhammad Dendy Alamul",1
" Gowasa, Wisman",1
" Anjani, Gita",1
" Putri, Rahma Aulia Nanda",1
" Fatonah, Asti Fatmawati",1
" Arismayanti, Eka",1
" Pratama, Ginanjar Yoga",1
" Khairunnisa, Anita",1
" Shabrina, Agatha Nur",1
" Rahmawati, Weby",1
" Awaluddin, Intania Alifiah",1
" Mutna'inah, Siti Nur'aeni",1
" Khasanah, Khusnul",1
" Herzegovina, Farha",1
"Arifin, Hadi susilo",1
" Putri, Annissa Amira",1
"Hestirianoto, totok",1
" Austin, Zuhal Rachmatan",1
" Rachmalia, Meidy",1
" Rifki, Ayu Aini",1
" Fadhilla, Ramadhana",1
" Perdana, Dwisuda",1
" Khalisha, Ana",1
" Setyawan, Fajar",1
" Briyanto, Krisna Anggiano",1
" Suwarno, Suwarno",1
" Justisia, Bajora",1
" Marlina, Widia",1
" Sari, Niken Puspita",1
" Hanifa, Rahma Nur",1
" Mukhairiq, Muhammad Thufail",1
" Achmad, Nabila Destyana",1
" Shofa, Ulfa Afilia",1
" Ramadini, Kintan Nur",1
"Santosa, Nyoto",1
" Setyaningrum, Dina",1
" Triandary, Devina Rizki",1
" Nurjannah, Siti",1
" Adawiyah, Febrina Melinda Nur",1
" Pinem, Sri Elvina Sari",1
" Aziz, Sandra",1
" Musyarofah, Neni",1
" Meilani, Nida Mustika",1
" Octavian, Riska",1
" Asrin, Syarifa",1
" Alim Setiawan, Slamet",1
" Kurniadewi, Yogtavia Indah",1
" Melani, Asri",1
" Suradi, Didi",1
" Dienari, Yasmin Mumtaz",1
" Idris, Muh Isyraf Munthashir",1
" Pasaribu, Morina",1
" Anjani, Diva Aisha",1
" Lestari, Grace Mega",1
" Anindyajati, Anggita Duhita",1
" Lestari, Karin Oktavia",1
 Sofyan,1
" Adriyanti, Putri",1
" Dhia, Fakhri Ahnaf",1
" Putri, Ivanka Febriyani",1
" Azizah, Ulfa Hasna",1
" Nehe, Astri Damara",1
" Mujahidah, Firda Sabila",1
" Christo, Stephan",1
" Sobbi, Muhammad",1
" Permana, Wanda Hikmah",1
" Dito, Gerry",1
" Raspati, Prisda",1
" Maharani, Sinta Ditya",1
" Nurwadjedi, Nurwadjedi",1
" Ispriyasih, Siti",1
" Qonita, Anelia",1
" Meiriza, Nadia Ayu",1
" Prabowo, Eko Yuli",1
" Andiani, Auliya Rahma",1
" Ismarisa, Aulia",1
" Fitriyani, Indri Hapsari",3
" Pulungan, Evriani Suaidah",1
" Mardiyah, Annurul",1
" Wibowo, Ridho Rahmatullah",1
" Bahri, Ahmad Syaiful",1
" Tanio, Ruli",3
" Harahap, Nurul Afifah",1
" Sahputri, Nada Rifki",1
" Rachmawati, Asri",1
" Amalia, Suci",1
" Perdana, Agustinus Fajar Pandu",1
" Septini, Khairani",1
" Rahmadhani, Nuzulia",1
" Yulianti, Titiek",1
" Rizqiyah, Sakinah Inayatur",1
" Amelia, Melly",1
" Putri, Istiqlal Abadiyah Sukma",1
" Mardiana, Yuyun",1
" Meilani, Friska",1
" Fadillah, Muhamad Alif Hanif",1
" Hammami, Jihaad",1
" Sekarayu, Lathifa Dwi",1
" Komar, Sutriah",1
" Humam, Adnan Abdillah",1
"Hamim, hamim",1
" Sulistyaningsih, Yohana",1
" Nuraida, Ramdhani",1
"Hamim, Hamim",7
" Henny, Cynthia",2
" Kurniawan, Riky",1
" Tahnia, Tira",1
" Pramesti, Thawny Regita",1
" Prasetyo, Bayu",1
" Telaumbanua, Hendra Muhtar",1
" Sinaga, Sahdan Muizzu Maulana",1
" Mahmudah, Nurlia",1
" Anshory, Asmaul Chusna Al",1
" Dama, Muhammad Zaki",1
" Islami, Fikry Asri",1
" Umardani, Rizki Pratama",1
" Juliansyah, Shidiq",1
" Devi, Viola Sekar",1
" Ningsih, Fitria",2
" Saqdiah, Fatma",1
" Kurniasih, Indriani",1
" Ihtifazuddin, Azri Ahza",1
" Sofilia, Ulisita",1
" Wibowo, Ariya",1
" Winarno, Nabilla Suhasfi",1
" Ilmiyah, Hidayatul",1
" Firizqi, Henny",1
" Fayyad, Mohammad Fachrul",2
" Iswandana, Guntur",1
" Maliangkay, Olga Jackline",1
 Abdurachman,1
"Siswandi, Siswandi",1
" Ramadi, Dandy",1
" Askari, M Aiman",1
" Hakima, Annisa Laini",1
" Anggraeni, Resti",1
" Mas oed, Teduh Wulandari",1
" Sudarwan, Roni",1
" Miswanda, Randi",1
" Kristanto, Yudha",1
" Robiansyah, Feri Dwi",1
" Ramadhan, Sofanata",1
" Firdausi, Akmala",1
" Nurkhasanah, Hidayati",1
" Sholeh, Qolby Nuuran",1
"Iskandar, Iskandar",6
" Faoziah, Nurul",1
" Mustika, Putu Debby Sari",1
" MJuhro, Solikin",1
" Kuantan, Dhaha Praviandi",1
" Kusmiati, Reni",1
" Zuhdi, Muhammad Fadhil",1
" Indrasari, Silfi",1
" Wirata, Brihaspati Garba",1
" Wirawan, Eko Taufik",1
" Silitonga, Rhoito Frista",1
" Susanti, Zuziana",1
" Hikmah, Zaqiah Mambaul",1
" Rambe, Saidah Putri",1
" Khairunnisa, Alifah",1
" Zabbar, Mohamad",1
" Ichsan, Nurul",1
" Astuti, Wulansih Dwi",3
" Ramdani, Haris",1
" Inopianti, Nita",1
" Pratiwi, Nafila",1
" Riyanto, M",1
" Murtadho, Zhofran",1
" Azzafarini, Adelia Lisa",1
" Nurjamillah, Sanni Yasmi",1
" Sukarno, Nampiah",2
" Alhamida, Ananda Zahra",1
" Rambe, Dita Isnaini",1
" Putra, Muhamad Yoga Lusmana",1
" Kalalinggi, Chiyuki Yolan",1
" Rahmina, Dwi",1
" Fharaz, Vinira Hesta",2
" Rasyiddin, Muhammad Nadhif",1
" Roberto, Irvan",1
" Ambarwati, Karsi",1
" Robbani, Syifa",1
" Putri, Karina Berlianti",1
" Iin, Hurun",1
" Yanti, Hermarina Astifa",1
" Listyadi, Rut",1
" Yashira, Faradina",1
 Armiyanti,1
" Nadiyah, Imarotun",1
 Sukamto,2
" Mukhlisin, Ahmad",1
" Herwitarahman, Alifiya",1
"saleh, amiruddin",1
 Safitriyah,1
" Darussalam, Ayi Doni",1
"Nawireja, Iman K",4
" Berutu, Nduma Ria Kasih Anjelina",1
" Muna, Zakyatul",1
" Kusuma, Tiffany",1
" Putri, Shinta Nuraditya Gita",1
" Febria Hanun, Ghina Aulia",1
" Putri, As Syifa Amanda",1
" Anggraini, Devie Putry",1
"Suharno, suharno",1
" sumiati, sumiati",1
" Komala, Nurul",1
" Nur'aini, Amida",1
" Zuna, Muhammad Alwanrifqi",1
" Dewi, Meilany Ariati",1
" Annisa, Febiola Risti",1
" Sriwahyuni, Endang",1
" Abdurrahman, La Ode",1
" Itmamurohman, M",1
" Aulia, Syifha Kintani",1
" Mursidah, Sri",1
" Banurea, Astrid Tabita",1
" Afiah, Rizqi Nur",1
" Shundari, Dinda",1
" Wahyudi, Diki",1
" Zahira, Nada Nadia",1
" Nahar, Nurin",1
" Nurrahmah, Siti Aisyah Rizki",1
"Setiani, Fania Dian",1
" Chastelyna, Agnes Juniarti",1
" Setiani, Fania Dian",1
" Irsal, Riyan Alifbi Putera",2
" Lagagana, Raja",1
" Aprianda, Edwin",1
" Haryanata, Roro Ganes Aryani",1
" Ufwanjaya, Azis Syomadi",1
" Pranidia, Indah Srihayatiah",1
" Febriana, Ika",1
" Imron, Novan Aji",1
" Bianda, Almira",1
" Setiawan, Shylvarima Anandicha",1
" Adriyan, Novella",1
" Annisaa, Fitri Luthfianti Nur",1
" Denanto, Regisa Erdo",1
" Sari, Zumiza",1
" Ardhiana, Yunisfia Dwi",1
" Puspita, Novi",1
" Sutyanto, David Nathanael",1
" Indriastuti, Hapsari",1
" Supiandi, Ujang",1
" Utami, Mutiara Siska Putri",1
" Budiyanti, Tri",1
" Sinora, Wiwil",1
" Anggraenis, Rikma",1
" Haidar, Maula Achmad",1
" Tamba, Putri Pertiwi",1
" Ulian, Rijal",1
" Laatung, Sylvia",1
" Hidayat, Charissa Nuraini",1
"Nurjanah, Nurjanah",2
" Fajri, Muhammad Nur",1
 Herdis,2
" Rangkuti, Zulkifli",1
" Siadari, Karmex",1
" Boangmanalu, Yessi Keke Nola",1
" Budhi Pratiwi, Hanum Amalia",1
" Putri, Ariana",1
" Rakhmasari, Aster Aryati",1
" Sandra, Yuke Mareta Ariesta",1
"Hidayatulloh, Furqon Syarief",10
" Hidayat, Muhammad Taufik",1
" Zein, Muhammad Irfan Dasrizal",1
" Azizatun, Putri Azizatun",1
" Lukitowati, Fajar",1
" Prasetyo, Najunda Silvia Rahayu",1
" Yahya, Abdillah",1
" Mustafid, M Azhar",1
" Solahudin, Muhamad",1
" Umam, Khoirul",1
" Sugoto, Mohammad Harsya Anggoro",1
" Firmansyah, Muhammad Alam",2
" Akromah, Zakhruvia Nisa'",1
" Pasaribu, Bomer",1
" Pujiwati, Ami",1
" Fauzi, Dani Achmad",1
" Athallah, Syahla",1
" Sulaiman, Ibnu",1
" Hasyifa, Hifdzil",1
" Wibowo, Raditya Pratama",1
" Sutono, Rahmat",1
" Mulyawatiwati, Lilis Sri",1
" Anggraini, Ferika",1
" Mulyawati, Lilis Sri",1
" Mulyani, Riska",1
" Wahyuningtyas, Ganevi Widya",1
" Darmawan, Hiromi Elevenia",1
" Dafina, Risty Rahma",1
" Sitanggang, Evi Gustika",1
" Akbar, Imam Nur",1
" Febrianty, Bella Amadhea",1
" Sakina, Nymas Sidratus",1
" Roza, Mochamad Rama Deska Pratama",1
" Purbantoro, Bhirawa Anoraga",1
" Ridwan, Robby",1
" Lakudus, Lakudus",1
" Mardiyansyah, Ilham",1
" Yuliana, Fisky Firdanyta",1
" Ayunda, Viera",1
" Fadhilatusshobaroh, Umi",1
" Pratiwi, Helicha",1
" Yasa, Kadek Wipratama",1
" Wiranto, Eko Cahyo",1
" Afrizal, Mochamad Fikri",1
" Finan, Hauralia Rahmadanti",1
" Ashiilah, Hanaa",1
" Sitepu, Syndilona Br",1
" Chandranata, Yoan",1
" Dewi, Nisvi Suciati",1
" Hasby, Haekal",1
" Nurjannah, Fitria",1
" Syahira, Aliya Nur",1
" Nughroho, Thomas",1
 Wirangga,1
" Nur, Fitri Febrianti",1
"Widayati, Kanthi",2
" Amalia, Dela",2
" Rianti, Ni Made Ayu",1
" Agusti, Nilma",1
" Putri, Nabilla Hanna Sofia",1
" Ibrahim, Imaduddin Firdaus",1
" Naeli, Zurotun",1
" Nugraha, Evan",1
" Sakti, Gifar Indra",1
" Rafa, Kania Dewi",2
" Marques, Agostinho",1
" Ulhaq, Nabila Dhiya",2
" Aulia, Inka",1
" Pratama, Sanda Aditya",1
" Mardi, Cut Tia",1
" Pratama, Ageng",1
" Walneg, Zahrani Fathiyah",1
" Syaputra, Frandy Mey",1
" Hade, Firanindyta",1
" Tirtana, Arif",1
" Kartika, Via Ridzna",1
" Dirhami, Muhammad Farhan",1
" Nurjanah, Liska",1
" Fima, Rahmi",1
" Heryana, Yayan",1
" Safitri, Nurul Indah",1
" Handama, Hammaam",1
" Silalahi, Geraldus Tona Ferdinand",1
" Khalidi, Muhammad Alfin",1
" Nasution, Muhammad Riskhi Anggara",1
" Muhammad, Ibrahim Arif",1
" Mutiawati, Ditha Silva",1
" Alhadi, Mursyid",1
" Khalida, Rahmi",1
" Desfrida, Rhila",1
" Effendy, Lukman",1
" Untari, Fita Dwi",1
" Utari, Dewi",1
" Hastuti, Novitri",3
" Tazkiatunnisa, Aisiyah",1
" Hartanto, Ferdy Christian",1
" Aldo, Muhammad Noufan",1
 Nurhidayah,1
" Iman, Andika Akbarul",1
" Maulidina, Ayomi",1
"Baga, Lukman",1
" Kusumah, Nurlinda",1
 Astriani,1
" Katarina, Elsy",1
" Aulia, Titania",6
" Visra, Navia Amanda",1
 Dwitaningsih,1
" Pratama, Muhammad Gilang",1
" Aprilia, Nadila",1
"Fauzi, Ichsan Achmad",7
" Tambunan, David Timotius",1
" Ferrira, Monica Anggia",1
" Putra, Weilvan Dwi",1
" Jumaatun, Nur",1
" Santi, Faulia Rahma",1
" Rahmadani, Nadia Nur",1
" Isnaini, Isnaini",1
 NuriyaHD,1
" Syahputra, Hafizh",1
" Pratama, Devi Aldian",1
" Rahman, Aulia",1
" Kusumawati, Dani",1
" Solihin, Dedy",1
 Fadliansyah,1
" Aswarani, Nadya",1
 Sarmah,1
" Arwani, Afif",1
" Khairiyah, Yaumil",1
" Lestari, Rizty Tristarati",1
" Al Hakim, Asyam",1
" Maulana, M Hafidz",1
" Nurrochmat, Dodik",1
" Mucharam, Iim",1
" Ginting, R Cinta Badia Br",1
" Sahana, Laudy Arrisa Arumsari",1
" Putri, Devanda Ayu Lidya Permata",1
" Khairullah, Bintang Rizqi",1
" Widodo, Nabila Rizkina Aziiza",1
" Apriliano, Fajar Yuda",1
" Poerwo, IF Poernomosidhi",1
" Iman, Moh Nurul",1
" Windarni, Retno",1
" Ramadhan, Herdi Dwi Fajar",1
 Rahmatullaily,1
" Hardilianto, Yastian",1
" Astuti, Inggit Puji",2
" Nisa, Fita Qonitatun",1
" Idris, Pahmi",1
" Mayangsari, Dewi",1
" Putri, Diahsari",1
" Muslimah, Dhanti Hanifa",1
" Rismawan, Sandi",1
" Aldila, Tino Yuka",1
" Santosa, Raden Rakhmad Bakti",1
"D S, Priyarsono",1
" Aldepis, Gebby",1
" Humairah, Rifdavirana",1
" Al Banna, Hasan",1
" Silitonga, Jeremi Valleri",1
" Shahreza, Mirza",1
" Haris, Astar",1
Melani AbdulkadirSunito,1
" Mukhlis, Nabil Muhammad",1
" Rahman, Mohammad Aghistni",1
" Yani, Ahmad, et al",1
" Nuraini, Ba Diah",1
" Azhar, Sarah Sofiah",1
" Revolina, Ellya",1
" Alfaini, Novia",1
" Prihastiningsih, Putri Ardiana",1
" Bahtiyar, Much Helmi",1
" Janah, Zara Nuramelia",1
" Agustin, Maulida",1
"Lubis, Djuara Pangihutan",1
" Budianto, Heri",1
" Putri, Tri Isniarti",1
" Sinaga, Falencia",1
 Nasrudin,1
" Harahap, Amal Ridho Arrasyidi",1
" Nursyahban, Nadhif Muhammad",1
" Khuluq, M Khasanul",1
" Tawakal, Fatwa",1
" Ardiawan, Ferry",1
" Ratnanto, Slamet Ari Dwi",1
" Simamora, Ture",1
"Suryaningtyas, RA Dyah Tjahyandari",1
" Saragih, Dea Walucky",1
"Rahmi, Diah Utia",1
" Hendilen, Hendilen",1
" Febrianti, Endah",1
"Sjaiful Nazli, Rizal Sjarief",1
" Prasetio, Eko Agus",1
" Yuana, Rivira",1
" Falah, Rizky Abdullah",1
" Abdurrasyid, Faris",1
" Afifuddin, Muhammad",1
" Alamsyah, Fitrah",1
" Saputro, Septianto Pradana",1
" Messakh, Thobias Arnoldus",1
" Putri, Fitri Annisa",1
" Wijaya, Metta Berliana",1
" Dewi, Shinta",1
" Fadila, Annisa Dhiya",1
" Halim, Dinda Aurelia",1
" Pratiwi, Lidya",1
" Dewi MHKS, Panca",2
 Fathimah,1
" Wibowo, Gigih Wahyu",1
" Ullyta, Austin",1
" Manutara, Ni Made Wacika",1
" Fauzy, Muhammad",1
" Kerisnawati, Titi",1
" Lestari, Sri Utami",1
" Fatma, Hudzaifah",1
" Samudra, Ferdianto Budi",1
" Ichwandi, Iin",3
" MULYAWAN, RIKKY",1
 Davik,1
" Jupiardi, Putra",1
" Hash, Sururum",1
" Lestari, Mutiara Dewi",1
" Liberty, Vista Ratu",1
" Nugraha, Ratna Salsa",1
" Widyasari, Septiani Tri Indah",1
" Pratama, Gema Julian",1
" Rialdi, Azzahra Putri",2
" Fauzan, Muhamad Noor",1
" Alfadzrin, Rahma",1
" Munawarrah, Julia Eka",1
" Ahmad, Faozan",3
" Syafri, Syafri",1
" Kurniawinata, Mohamad Iqbal",1
" Ramadhania, Marsa",1
" Sari, Firda Novita",1
" Muhshi, Fauzan Alwan",1
" Astrida, Nikki",1
" Freitas, Vionencia Petronila Sarmento Faria",1
" Naufal, Thufail",1
" Kusumaningrum, Desita Dyah Dwiwahyu Ariyadiningsih",1
" Saraswati, Tiara Indra",1
" Putri, Sarah Adiiba",1
" Farma, Hero",1
" Surmaini, Elza",1
" Sarvina, Yeli",1
" Nurisyah, Siti",1
" Anarta, Rudy",1
" Handayani, Selvia Dwi Putri",1
" Putri, Kemala Syaifana",1
" Azam, Mufti Alfarokhul",1
" Arnanda, Muhammad Eqie Dwi",1
" Martosuyono, Pujoyuwono",1
" Ramdhani, Putri Nozla",1
" Syukri, Agus Fanar",1
" Bakti, I Gede Mahatma Yuda",1
" Farida, Idha",1
" Aulia, Muhammad Fawwaz Raihan",1
" Umam, Faqih Nadiya",1
" Boangmanalu, Ire Nia",1
"Bengen, Dietriech Deoffrey",1
" Canigia, Nalita",1
" Arisanti, Restu",1
" Surianto, Wanda",1
" Indriani, Besse Dini",1
