author,jml_penelitian
" Robani, Muhamad Arif",1
" Wahyuni, Heni Dwi",1
" Rosanti, Novi",1
" Ariyanto, Anto",1
" Faizah, Iva Nurul",1
" Adelia, Alga",1
" Zulmi, Sufrizal",1
" Rahmaddani, Dwi Mutia",1
" Gusti, Zahra Maulida Nugrahaning",2
" Pathonah, Nurul",1
" Yohandira, Yohandira",1
" Farisha, Nurvalina",1
" Putri, Shafira Gianitsa",1
" Noor, Ronny Rahman",1
" Fau, Priman Alfred",1
" Adzhani, Nabila Kalya",1
" Safha, Siti Nabila Nur",1
" Putri, Rahmi Mulyani",1
" Permatasari, Nurul Husna",1
" Allifah, Siti",2
" Fadilla, Lathisya Anindya",1
"Purnamasari, Indah",1
" Alamsyah, Putri Rahmah",1
" Fitriani, Linda",1
" Soekarno, BPW",1
" ACHMAD, ACHMAD",1
" Safitri, Dian",1
"Nurdini, Mia Aulia",1
" Salafin, Syarifatus",1
"Siregar, Vincentius Paulinus",1
" Etsoni, Chiko Genta",1
" Fauzana, Nadia",1
" Hasanah, Rina Uswatun",1
" Sanjaya, Bagja",1
" Naitkakin, Egidius",1
" Kartawiria, Irvan Setiadi",2
" Zahroh, Siti Fatimatuz",1
" Aldy, Sandro",1
" Nadapdap, Rein Apandi",1
" Sari, Novita Permata",1
" Ramadhan, Muhammad Milzam",1
" Rahmadani, Filya",1
 Aminudin,1
" Khana, Lutvia",1
" Irena, Vio Resita",1
" Adila, Jihan Zakia",2
" Uyun, Muhammad Saepul",1
" Nuha, Muhammad Nur Farhani Uli",1
" Baihaki, Muhammad Umar",1
" Sianturi, Elisa Yemima",1
" Nareswari, Aptika Hana Prastiwi",1
" Ma'ruf, Muhammad Alwi",1
" Syifaudin, Ikhwan Shodiq",2
" Arfan, Aulia Rhamdani",1
" Reza, Dicky Alfa",1
" Putri, Geofanny Perdana",1
" Maulana, Dedi",1
" Irawan, Afri",1
" Yurike, Fretty",1
" Pah Iskandar, Yandri",1
" Arifah, Fadiah",1
" Hanjani, Nia",1
" Mustika, Made Surya Giri",1
" Bullangpoti, Vasakorn",1
" Rizqi, Aldilas Fauzan",1
" Maliyar, Vladiwisnu",1
 Mardiyana,1
" Nurfajri, Siska",1
" Wahyuni, Dwi",3
" Handika, Alisha Nurul",1
 Apriningsih,1
" Erlangga, Kevin",1
" Nurdina, Alfi",2
" Arofah, Neneng",1
" Sutrawati, Mimi",1
" Ananda, Abyan Ihza",1
" Meirani, Lala",1
 Munadhorotuzzahroh,1
" Puspitasari, Widia",1
" Mardliyati, Etik",2
 Nofa Mardia NK,1
" Destriany, Indri",1
" Maherlan, Dhian",1
 Raswan,1
" Purwanto, Moh Wahyu",1
" Mendrofa, Verika Armansyah",26
" Hartono, Nadia Chrismashita",1
" Pasaribu, Novandri",1
" Harahap, Rakhmad Perkasa",1
" Iryanti, Ananda Dwi",1
" Oktafiani, Pradyta Galuh",2
" Utami, Yorisa Rafidah",1
" Paningan, Nathasa Indah",1
" Ranaarif, Subisma",1
" Ni'mah, Naily Fitrotun",1
" Ajima, Ajeng Salicha Ramadanthys",1
" Cahyaningtyas, Alda Pakarti",1
" Prijono, Siti Nuramaliati",2
" Maharani, Sinta",1
"Setiawan, Alim",1
" Dahlia, Diajeng Putri",1
" Hidayatullah, Fawwaz Feris",1
" Kova, Anna Kourni",1
" Julianto, Nadia Putri Az Zahra",1
" Siregar, Artha Hadinata",1
" Mahdiyah, Karima Putri",1
" Astyanza, Ananda Lathifa",1
" Jati, Sumunar",1
" Jonathan, Hizkia Adriel",1
" Hanivia, Safira Retna",1
" Siregar, Wahyu Amanda",1
"Suprehatin, Suprehatin",3
" Prijono, Byanda Ramadani",1
" Auliya, Atika",1
" Suprehaitn, Suprehaitn",1
" Da Rizano, Desvand Theola",1
" Supratikno, Oong",1
" Poerwanto, Deden Derajat",1
 M Adrian,1
" Ruswana, Ruswana",1
" Rini, Yulianti Setyo",1
" Zahrah, Dhia Salsabila",1
" Barkah, Wira Tri",1
" Madani, Addristy Chandra",1
" Syuaib, M Faiz",2
" Wahyuningsih, Helma",1
 Aswita,1
" Hisanah, Amira Hana",1
" Putri, Nensy Tri",2
" Damayanti, Pipih",1
" Alfathoni, Muhammad Khoirul Fata",1
" Rahma, Zulfa Aulia",1
" Febriwanto, Taufiq",1
" Yentiana, Retno Ayu",1
" Savitri, Octaviani",1
" Ardhandi, Rizky Fauzan",1
" Khaerani, Nissa Putri",1
" Almita, Lefi",1
" Martine, Felix",1
" At Tarik, Nuriskia",1
" Wijayanto, Donny Orlando",1
" Akbar, Purnama",1
" Harianja, Ricky",1
" Putri, Gizka Widya",1
" Nuryartono, R Nunung",1
" Rusdiana, Anita",1
" Ursula, Anda Haryani Yeanny",1
" Syaiful, Achmad",1
" Ardat, Muh Achyar",2
" Manan, Abdul",1
Akhiruddin,3
" Fitri, Aulia",1
" Wulandari, Rahayu Septian",1
" Syafhil, Zakiyah Salsabila",1
" Indriani, Vivi",2
" Susanto, Aspar",2
" Silalahi, Samuel Kalimuda",1
" Kusumawardhani, Eryana",1
" Bushron, Raushanfikr",1
" Kurniawan, Muhammad Fajar",1
" Ernawati, Erni",1
" Maulana, Irsyad",1
" Sarah, Siti",1
" Alfira, Irine Suci",1
" Suanah, Arofah",1
" Putri, Janisa Rachma Lieska",1
" Allysa, Salwa Nur",1
" Maulana, Dandi Ahdan",1
" Nada, Katrin",2
" Egeten, Grifin Ryandi",1
" Fitriana, Ayu Andini",1
" Buana, Maria Rosa Widya",1
" Thahir, Rizky Syawal Putra",1
" Septiadi, Ananda Putra",1
" Hariz, Tengku Muhammad Renzy",2
" Zuhair, Rahmat",1
" Ramdani, Ahmad",1
" Lubis, Wafika Hasti",1
" Dewi, Reffi Marizka",2
" Pratama, Meydina",1
" Ascarya, Ascarya",1
" Priyo, Ahsanul Hadi",1
" Novalia, Eva",1
" Rahmah, Mutia",1
" Novarino, Alvin Valgar",1
" Mujiatno, Mujiatno",1
" Suryanto, Edi",1
" Handoko, Irfan",1
" Azlou, Khansa Annafi u",1
" Komarudin, Johannes",1
" Nur Widigdo, Aslam Mei",1
" Faluthi, Syahlan",1
" Murtadho, Muhammad Afif",1
" Hakim, Gunardi Hamdani",1
" Dani, Robi Rahmat",1
" Husin, Djamil",1
" Sukaryo, Sulistioso Giat",3
" Andini, Atika Ayu",1
" Ramadhan, Akbar",1
 M Kamil,1
"Maryani, Ive",1
" Pinem, Adisty Victoria Andhara",1
" Alfianita, Dita",1
" Fauzan, Muhammad Yudha",1
" Firdaus, Iqbal",1
" Pertiwi, Amelia Friska",2
" Niha, Aevita Ainun",1
"Puspita, Tony Ibnu Sumaryada Wijaya",2
" Septiawan, Muhamad Rizki",1
" Siswanto, Julius Christoper",2
" Nayohan, Sandi",2
" Goranda, Iqra Rizky",1
" Tjiptarahardja, Jordanata",1
" Faqih, Aena Noor Komala",1
" Bagaskoro, Brian Dhio",1
" Firdaus, Desiana Anisa",1
" Sismawafi, Muhamad Abiyulwan",1
" Rafidah, Hana",1
" Savitrie, Nandya Pradita",1
" Dharmawan, Adam Gifari",1
" Tazkia, Arasyha Azalea",1
" Pratama, Adriyanus Ivan",1
" Nisa, Jasmine Khairun",1
" Hafiz, Fahreza Ikhsan",1
" Fitri, Nurul",1
" Putri, Dea Esania",1
 Purwoko,2
" Fiamelda, Lindri",1
" Siregar, Ahmad Rinaldy",1
" Fadhilah, Gianna",1
" Sani, Muhammad Irfansyah Naufal",1
" Purba, Dumaris Priskila",1
" Hanifati, Fadiah Nur",1
" Nuraeni, Santi",1
" Widinanti, Nabilah Elok",1
" Hasniyah, Sarah",1
" Susanti, Ni Kadek Yudia",1
" Lesmaya, Fadma",1
" Ramadhani, Rizky Amaliyah",1
" Malinda, Cut Ade",1
" Purwaningrum, Savira Ramadhani",1
" Amelia, Neng Ferti",1
" Fahreza, Muhammad",1
" Afiana, Hana",1
" Haddar, Mariyam Al",2
" Azmi, Latifah",1
" Kurniawati, Vita Rumanti",9
" Triharyono, Ari",1
"Hidayati, rini",1
" Wijaya, Adhitya",1
" Rosyidah, Rara Annisaur",2
"Haneda, Noor",1
" Alfina, Tiara",1
" Hidayanti, Cika Santi",1
" Fahira, Adefia",2
" Fahmi, Rifky Nur",1
" Safira, Doani Anggi",3
" Putri, Dyani Ariffah Novia",1
" Priyatiningtyas, Feni",1
" Syahputra, Yoga Dwi",1
" Lathifah, Arini",1
" Adinata, Sastra",1
" Lubis, Jauzaa Rifka",1
" Ahmadani, Ridwan",1
" Yusuf, Diasitta",1
" Harahap, Muhammad Ali Ramadhan",1
" Maesaroh, Mustika Nuraini",1
" Rahma, Sarah Izzati",1
" Silitonga, Devi Nurul Faddhila",1
"Maarif, MSyamsul",1
" Suroso, Arif Imam",9
" Bernadus, Benny",1
" Wahyuningtyas, Elma Waro",1
" Takandjandji, Mariana",1
" Pangestu, Adistana Alam",1
" Amanda, Nevia Dwi",1
" Septiani, Aulia",2
" Rauhaty, Diska Amni",1
" Hapsari, Annisa Nur",1
" Putri, Wulandari Mismana",1
" Maulidya, Riski",1
" Fadilah, Kresna Hakam",3
" Yulita, Ria Rusti",1
" Coeur d'Alene, Ahmad AlBanjaran",1
" Ridho, Aminatur",1
" Rahmani, Intan Aida",1
"Rahmatia, Fahmi",1
" Prasetyo, Anang",1
" Werorilangi, Shinta",1
" Sawalman, Rahmat",1
" Siswanti, Sri Wahyuni",1
" Permana, Muhammad Dimas",1
"Dinarty, Diny",2
" Cokrosudibyo, Fahmi Muhammad",1
" Suherman, Amelia Rizqi",1
" Badihi, Fachri Ali",1
" Dianhar, Hanhan",4
" Agusta, Dhea Demitri",2
" Nilasari, Rezki Maylin",1
" Winarsih, Fransiska Tria",1
" Parahita, Ananda Aulia",1
" Pramuja, Farell",1
" Wahyuni, Tri",1
" Ramadhi, Almi",1
" Zahfran, Sulthan",1
" Br Sihotang, Mega Putri",1
" Pratama, Rizky",1
" Utama, Silva Ekaputra",1
" Budiman, Arif Satrio",1
" Samuel, Elia",2
"Soenarno, M Sriduresta",2
" Shafira, Dinna Amalia",1
" Permatasari, Gista",1
" Saputra, Danu Chandra",1
" Chozin, Muhammad A",1
" Ridwan, Muhammad",2
" Ayuningtyas, Meutia Riski",1
" Ulina, Novensca Ayu",1
" Fazira, Nurul",1
" Salamulloh, M Sambas",1
" Rahmah, Nadhiya Nurfitra",2
"Rahmadini, Jasmine",1
" Budiman, Dita Rahayu",1
"Chasanah, Alfa",9
" Batubara, Simbara",1
" Ali, Muhammad Ridwan",1
" Rehatta, Beatrix Maureen",1
" Ramdhani, Andri",1
" Supriyadi, Eko",1
" Latifah, Afina",1
" Aprilianto, Sandi Achmad",1
"Adhi, Andriyono",1
" Fadhlurrohman, Muhammad",1
" Kusumadewi, Dzikrina Almas",1
" Ismail, Mohamad",1
" Pratama, Aurian Puji",1
" Ardiansyawati, Dinar",1
" Arsyad, Kemal",1
" Nofyangtri, Sahera",1
" Ziyadi, Faza Ilzaam",1
" Widiatmaka, Widiatmaka",3
" Priatama, Rista Ardy",1
" Wefiani, Felia Prima",1
" Astuti, Airul Isma Yuni",1
" Andesra, Afija",1
" Gandi, Rajib",6
" Oktaviyani, Rena",1
" Rohmah, Aenyfatchu",2
" Irwan, Muhammad",1
" Siregar, Asra Nirwana",1
" Anggara, Fajar Tri",1
" Pratiwi, Lina Eka",1
" Kusuma, Ruby Teja",1
 Veni R V S,1
" Yolanda, Eva",1
" Anjani, Nur",1
" Indrastuti, Marelina",1
" Wina, Elizabeth",3
" Permana, Idat G",1
" Qomariyah, Novia",1
" Permatasari, Dian Ayu",2
" Novita, Fidya",1
" Muthmainnah, Muftiah Alimatul",1
" Saputri, Aulia Nurul",2
" Rahman, Fitriana",1
" Wiryawan, Komang",2
" Listania, Ono",1
" Alfath, Mochammad Rochman",1
" Michellia, Annisa",1
" Azizah, Siti Nadia Nurul",2
" Wijayanti, Hendriani",1
" Rahmawati, Susi",1
" Istiqomah, Lutfia Nurul",1
" Amalia, Valensia Citra",1
" Amilia, Desi",1
" Dunggio, Istiqomah",1
" Ilahana, Virga Tria",1
" Arimurti, Putut Isworo",1
" Gusmara, Teddy",1
" Wardhana, Vinsen Willi",1
" Febrian, Defni",1
 Komalasari,1
" Fitri, Ramadhani Nur",1
" Larasaty, Shahilla",1
" Khaerunnisa, Isyana",2
" Trianti, Eno",1
" Riskika, Kurratul Aini",1
" Fadila, Dina",1
" Azizah, Afra Nurul",1
" Zulfiqar, Muhammad",1
"Yulisiasih, Fithriya",1
" Arisgunarta, I Putu",1
" Yee, Darryl Zhi Heng",2
" Rahman, Reja",2
" Maryamah, Siti",1
" Rachmawan, Rafa",1
" Hardyanto, Ichsan",1
" Dyoga, Deshila Alifannisa",1
" Putri, Nadira Indriana",1
" Julianto, Mochamad Tito",4
" Rohimahastuti, Fadillah",1
" Fardani, Alwan Fadhlurrohman",1
" Prabowo, Aurangzeb Sultan Alamgir",1
" Sinaga, Yohana Julina",1
" Kartjito, Nicolas Edward Christanto",1
" Rahman, Savira Nurul Aulia",1
 Khairurrijal,1
" Yoganingrum, Kahartik",1
" Abdulah, Lutfy",1
 Syafrianto,1
" Dabukke, Megasari",1
" Sianipar, Pretty",1
" Gunadi, Dwi",1
" Astuti, Vika Dwi",1
" Ananta, Fridiano",1
" Rambe, Iwan Makhmul",1
" Saraswati, Miranti Alfiah",1
" Rosana, Mayang",1
" Syukur, Rifani Agus",1
" Nurlela, Siti",1
" Rahmawan, Rama Zaky",2
" Ambarwati, Asti Widya",1
" Sirait, Stepani",1
" Sarastani, Dewi",1
" Rahmani, Salsabilla Tiara",1
" Noch, Nurul Annisa R",1
" Savitri, Amelia Rizky",1
" Salsabila, Tesya Astarianna",1
" Sugi, Gede Riski Febrio Rian",1
" Soempena, Ghifari",1
" Ramadhan, Ihsan Gilang",1
" Astiza, Ragita Diaz",1
" Afifah, Muslimatul",1
" Elsahida, Kartika",1
" Wicaksono, Chandra Waskito",1
" Gladiola, Syadza",1
" Muhammad, Fatih Irsyadi",1
" Fiandy, Aisyah Melleinia",1
" Laeliah, Ayu Rahmah",1
" Fitrijanto, Arief",1
"Basr, Chaerul",1
" Fadilah, Nadira",1
" Christy, Injilia",1
" Manullang, Jedi Jamari",1
" Malik, Burhanudin",1
" Syaiputri, Selvia",1
 Chalimatusadiah,1
" Yulin, Lestari",1
" Alfiyah, Darra",1
" Ferdiansyah, M Raihan",1
" Wahyudi, Tri Setyanto",1
 Handoko,1
" Jun, Chow Yong",1
" Hayati, Neng Sri",1
" Jati, Emde",1
" Firdaus, Annila",1
" Ihsan, Iif Miftahul",1
" Fahmi, Dziki Yazid",1
" Sulastri, Sri",1
" Murod, Atini Rahmatika Fauzi",1
" Permana, I Gede Indra Adi",1
" Br Siregar, Ester Lidya Fransiska",1
" Aqilla, Jihan",1
" Dewanti, Citra Ayu",1
" Patricia, Kezia",1
" Amany, Cheptia",1
" Adiarifia, Nissa",1
" Dharmayanthi, Anik Budhi",2
" Safitry, Rona Saumy",2
"Buranuddin, Burhanuddin",1
" Saragih, Agung Kurnia",1
" Rahma, Ina Nur",1
" Saithri, Mega",1
" Huda, Aziz Syamsul",1
" Fredisa, Yoga",1
" Rahmawati, Andhini Agustiani",1
" Julpikar, Ipik",1
" Shaleh, Mochammad",1
" Wahyuni, Wini",1
"Johan, Irni",1
" Asriyani, Yulisa",1
" Leong, Kingston Kin Jun",1
" Kurnia, Insan",2
" Innayah, Fiona Hanberia",1
" Kambuaya, Suzan",1
" Basariah, Derida Ayu",1
" Purwandani, Audia Ari",1
" Anjana, Muhamad Redito Gea",2
" Marizka, Dewi Auditiya",1
" Bermawie, Nurliani",1
" Dearoshazma, Maryam Ferizka",1
" Amini, Aisyah",1
" Malik, Safarina G",1
" AlJawadi, Athraa Alaulddin Abdullah",1
" Hanifan, Yalqa",1
"Handoko, Handoko",3
" Miza, Sri Asih Mulyani",1
" Prasetyanigtyas, Wahono Esthi",1
" Ramadani, Erika Andreina",1
" Mintoko, Baharudin Wahyu",1
" Pamalik, Aulia Ranggi",1
" Burhani, AlMay Abyan Izzy",1
" Carmelita, Chika",1
" Wibowo, Danny Bagus",1
" Garniyati, Erika",1
" Azijah, Zulva",11
" Lomban, Siska Diana",1
" Sakti, Aditya Wibawa",2
" Mukaromah, Isti",1
" Salzabella, Syafira",1
" Denaneer, Muhammad",1
" Dewi, Gusti Kristiana",1
" Ramadibta, Rizka",1
"Fadhilatunnur, Harum",7
" Pranata, Andrew",1
 Nindyantoro,2
" Rachman, Abie Fathur",1
" Hambas, Mudhia Irba",1
" Aruan, Juliana",1
" Tinambunan, Joshua Parlindungan",1
" Rohmawaty, Cepty",1
" Basardi, Ryan Arif",1
" Astuti, Fitri Widya",1
" Budiman, Arief",1
" Dewi, Lukas Larasati Sukma",1
"Indrawan, Raden Dikky",15
" Manurung, Youlandita Kaka Safira",1
" Yuliani, Siti Ovi",1
" Irawati, Widya",1
" Surachman, Muhammad Asep",1
" Azzahra, Reita Ayu",1
"Sari, Dina",1
" Razalina, Muzdhalifah",1
" Malayin, Khalida Agnia",1
" Rahardjo, Alexandra Maria Diandra",1
" Akbar, Alfy Ismail",1
" Nabilah, Firyal Noviatanti",1
" Audy, Refany",1
" Noviyanti, Derisna",1
"Andriyanto, Andriyanto",14
" Widyanti, Silmy Kamila",1
" Glorya, Selly",1
" Istriana, Ninin",1
" Sepfrian, Bimoseno",1
" Fanani, Asrul",1
" Zamia, Habibah Zam",1
" Sutardi, Lina",3
" Witri, Brilla",1
" Natasya, Maria",1
" Muttaqin, Sukron",1
" Sisriany, Saraswati",1
" Effendi, Siti Aisyah Rahmalia",1
" Azzahiidah, Rifda",1
" Rianto, Rama Adi",1
" Hendriana, Okta",1
"Nugraha, Arifin Budiman",11
" Deansyah, Jasmine",2
" Rangkuti, Fadhilah Husna",1
" Bahari, Tigrisia Faathira Ahmad",1
" Esfandiari, Aldila",1
"Srimariana, Endang",2
" Jamilah, Fatimah",1
" Hilmi, Muhammad",1
" Ramadhan, Aditya Taufiq",2
" Priscilla, Hallieta",1
" Rahma, Amirania Fa'iza",1
" Niaty, Hasnah",1
" Priyatmo, Rega",1
" Murtadho, Alfin",1
" Wahyuni, Eka",1
" Anggraeni, Dhelia",1
" Dimawarnita, Firda",3
" Rosita, Risa",2
" Djaenudin, Deden",1
" Pratinda, Wildan Nur Arrasyiid Sane",1
" Hani, Ocha Tri",1
" Yuliyani, Alvian Dea",1
" Rachmani, Nurina Hadiati",2
" Muscifa, Zahra Silmi",1
" Fadillah, Tamalia Nur",1
" Alifikri, Eka",1
" Siburian, Indra Satria",1
" Firdausa, Nadia Putri",1
" Zahra, Nabila Fathimatuz",1
" Putri, Anggi Setyowati Kusuma",1
"Akhiruddin, Akhiruddin",2
" Isnaeni, Isnaeni",2
" Putro, Permono Adi",1
" Zozalbo, Fuyi Ziget",1
" Mukti, Rendi Pratama",1
" Wulandari, Lintang",1
" Septiani, Siti Vina Rahma",1
" Mesrian, Dova Kelvin",1
" Fakhira, Nisrina Nur",1
" Hilmawan, Naufal Yafi",1
"Ameylda, Nadya",1
" Anggraini, Rima Fitrianita",1
" Putri, Karisha Alzira",1
" Soebrata, Dea Christina Junissa Iman",1
" Addharu, Eri",1
" Leong, Wern Chein",1
" Aunillah, Qismah",1
" Fauzi, Ghalyatama Ikram",1
" Liew, Kah Joon",1
" Imrien, Muhammad Fajar",1
" Fathurohman, Eman",1
" Hartoyo, Adisti Permatasari Putri",15
" Madani, Hilmi Naufal",2
" A'fifah, Refi",1
" Ristianty, Vira Fidini",1
" Astuti, Selfiana Tri Lestari Widya",1
" Lestari, Wahyu Indah",1
" Pandiangan, Artha Graciela",1
" Sondita, fedi alfiadi",1
" Kholipah Rahman, Berri Miraz",1
" Tamara, Novian",1
" Annisa, Fadhilah Nur",1
" Lai, Yoke Ping",1
" Rahmiati, Dwi Utari",5
" Risky, Viyata Pratiwi",1
" Setia, Muhammad Tamam",1
 Widyarani,1
" Attar, Zia Rausyanfikr",1
" Dualolo, Exaudi",1
" Ahmad, Fahrudin",1
" Ulayyah, Novita Niken Putri",1
" Tarigan, Sela Klaudia Br",1
" Damanik, Nelly Marta Sari",1
" Nursadi, Indah",1
" Chuin, Sherlyn Chia Wan",1
" Nur T, Fanny Iswarini",1
 Sudianto,1
" Subhan, Ahmad",1
" Aulia, Natasya",1
" Arsyi, Difani Khadijah",1
" Prasetyo, Muhammad Rizsky",1
"Hasanah, Nur",5
" Shalihati, Fithriyyah",14
" Serena, Faiqah",1
" Samosir, Shellia Calista",1
" Ariani, Doti",1
" Komalasari, Putri Ratna",1
" Rosyad, Ardelia Nadhilah",1
" Ramdani, Alwi",2
" Dasairy, Zia Amira",1
" Saefurahman, Ganjar",1
" Hidayat, Salmah Ulfa",1
" Andjani, Fitri",1
" Wulan, Sri",1
" Prakoso, Muhammad Adji",1
" Setiawan, Ari",1
" Bayani, Khansa Nibraszati",1
" Lumban Gaol, Jonson",1
" Suhita, Ni Putu Asri Ratna",1
" Rahmi, Cut Navita",2
" Fransiska, Ade",1
" Defrizal, Muhammad",2
" Chasanah, Nur Laili",1
" Lestari, Dwi Puji",1
" Kusumawidjaya, Arnold Wicaksana",1
" Wijayanti, Agita",1
" Utami, Annisa Rindra",1
" Hakim, Abdul",2
" Widodo, Amelia",1
" Setyani, Tri",1
"Priyarsono, DS",2
" Arifin, Bustanul",6
" Siahaan, Henry MP",1
" Wijaya, Puspa Hidayah",1
" Krisdamaiyanti, Dhea Ardhina",1
 Hasnaulhusna,1
" Harisin, Yudha Adjie",1
" Mawarni, Vanilia",1
" Kusuma, Farhan Permana",1
" Rolandias, Michael Dylan",1
" Permana, Asep Tata",10
" Putra, Erlangga Satria Mulyadi",1
" Pramudani, Savia",1
" Putri, Widya Saskia Jukardi",1
" Putri, Dhea Amelita",1
" Geraldita, Della",1
" Hutasoit, Beibi Wydia",1
" Zykry, Fellina Wahlia",1
" Rahmantya, Krisna Fery",1
" Abdullah, Asaduddin",10
" Tahir, Wahyuni",1
 Amanda,1
" Srikandhi, Aulia Nur",1
" Prawira, Komang Elang Surya",1
" Herdiyeni, Yeni",4
" Alfajri, Rizha",1
" Aulia, Dienita",1
" Falaah, Muhammad",1
"Soesatyoratih, Rr",1
" Ovinis, Lisa Danielle",1
" Najibah, Salsabila",1
" Purnaba, I Putu Gusti",1
" Aziz, Abd",1
" Apriani, Hesti",1
" Meliala, Robby Prima",1
"Ramadanti, Annisa",1
" Firmansyah, Muhamad Sultan",1
" Butet, Nurlisa Alias",3
" Amanda, Sabrina",2
" Yushar, Hadziratul Qudsyati",1
" Sholikhah, Mirna Mariani",1
" Intansari, Kumala",1
" Putri, Erina Radixa",1
" Monita, Kris",1
" Hiedayati, Nurul",2
" Kamila, Elfa Aida",2
" Sukmawati, Indah",1
" Ra, Az Zahra Amon",2
" Haqqi, Muhammad Fatahul",1
" Nussy, Violeta Jayusa Malona",1
" Listyorini, Kharisma Indah",1
" Niar, Citra Rahma",1
" Chusaini, Fakhri Labib",1
" Raisa, Siti Editha",1
" Akbar, Fachrul",1
" Siraj, Zahran",1
" Khotimah, Kharisma Khusnul",1
 Resminawati,1
" Yulianti, Karenina Dwi",2
" Ilyas, Muhammad",1
" Vernanda, Muhammad Israfii",1
" Nurussalam, Wildan",8
" Maulana, Restu Iksan",1
" Meisani, Nanda Delvia",1
" Alkholik, Idho Anugrah",1
" Mutiara, Alisa",1
" Pratama, Anggi Dian",1
" Rianti, Nabilla",1
" Muttaqin, Qolbi",1
" Melati, Tira Sekar",1
" Rosyada, Luthfie",1
" Alvera, Febby",1
" Manroserc, Monica Wenly",1
" Wibowo, Dwi Yoga Ari",1
" Hasanah, Siti Nur",2
" Darmawan, Refianto Damai",2
" Aliffiyyah, Hafsah Nur",1
" Amin, Yusup",2
" Alam, Nur",1
" Pradhani, Ken Ayu Puspa",1
" Dharmawan, Putu Kana Narayan",1
" Anindita, Devina",1
" Dewanti, Ratih",1
" Syafitri, Yosi",1
" Adi, Aswan",1
 Monasdir,2
" Prabaningrum, Annisa",1
"Indrasti, Dias",7
" Rahmawati, Ikhsanti",1
" Artauly, Jessica",1
" Nurhayatudin, Siti",1
" Kumara, Made Ary Suryana",1
" Faza, Shafia Maulidina",1
" Novitasari, Rahma",1
" Nurafifah, Ainalusy",1
" Adetia, Anisa Soraya",1
" Ma mun, Sukron",1
" Berlianti, Diana",1
" Rosfalina, Rosiana Intan",1
" Daud, Marham",1
" Puspita, Retna",1
" Purbayanto, Ari",6
" Rudin, Muhammad Johar",1
" Falah, Muhammad Fajrul",1
" Natalia, Tina",1
" Djaafara, Bimandra A",1
" Rachmawati, Erna",1
"Zairion, Zairion",4
" Afifah, Nurhaya",1
" Hidayati, Rahma Auliarisya",1
" Putri, Rifdah Septiani",1
" Mahanani, Isna Putri",1
" Aurelia, Millenia",2
" Rachmat, Muhammad Faizal",1
" Widiana, Dela Novitri",1
" Pramesti, Afrilia Rengganis",1
" Redyanti, Afifah",1
" Awak, Dominggus Samuel Helberth Lothar Matheus Koreri",1
" Puspita, Alifa Laelany",1
 Slamet Budijanto,1
" Shabayek, Dina",1
" Puspita, Umiati Arum",1
" Makalew, Afra DN",1
" Ramandhani, Keni",1
" Nurani, Adinda",1
" Anugrah, Berlin Berliana",1
" Sari, Melly Puspita",1
" Iskandar, Kamal Hasan",1
" Sanjaya, Hartanto",1
" Vedirohima, Andika Wahyu",1
" Liberty, Sandra",2
 Faozan,4
" Pangkawati, Wimpi",1
" Chaerunisa, Siti Ria",1
" Iskandar, Iskandar",4
" Chairunnisya, R Ayu",1
" Soleh, Agus Mohammad",1
" Hakim, Karel Fauzan",1
" Nuswantari, Asti",1
" Sulaiman, Muhammad Yusuf",1
"Kusumah, Yayi Munara",6
" Afika, Syherli Afmi",1
" Yunia, Olin Aulia",1
" Juniarti, Ayustina",1
" Hartoyo, Adisti",1
" Nurhafifah, Nurhafifah",1
" Juniar, Vinera",1
" Rizky, Yoshua",1
" Bahar, Rifannisa",1
" Romansyah, Teddy",1
" Aulia, Wanda",1
" Russianzi, Wanda",1
"Saptomo, Satyanto",1
" Zuliarti, Armin",1
" Fakhriyah, Zafira",1
"Arif, Ardian",1
" Sepriyanti, Silvia",1
" Akmal, Airell Sulthan",1
" Kusumarini, RR Ajeng Pratiwi Indah",1
" Sander, Alex",1
" Muslimah, Meia Noer",1
" Fardana, Andhika Yudha",1
"Lumban Batu, Djamar TF",1
" Tresnayaputri, Cok Istri Agung Apriliyanti",1
" Musarofah, Lu'lu",1
"Sulistijorini, Sulistijorini",7
" Anggraeni, Popy",1
" Aprilia, Melly",1
" Susilo, Bambang Joko",1
 Juwadi,1
" Gunawan, Irfan",1
" Sinatrya, Muhammad Rizqi",1
" Azhmi, M H",1
" Habibie, Syahrul",1
" Al Anshari, Muhammad Faiz",1
" Suhadrianto, Natasha",1
" Safei, Atang Muhammad",1
" Zahra, Hafizh",2
" Lestari, Dyah",1
" Kesuma, I Nyoman Rai Widartha",1
" Kurniawan, Ibnu",1
" Yusalina, Yusalina",1
" Keraru, Ester Nurani",1
" Fauziah, Adinda Rana",1
" Orilda, Ridho",1
" Siswandi, Riki",7
" Fitriasari, Nisrina Efalda",1
" Kamilah, Aisya",1
" Sukoraharjo, Sri Suryo",2
" Yudiarto, Yudit",1
" Chai, Wen Ni",1
" Fitowin, Jhonni Septinus",1
" Syifa, Khalida",1
" Mustaqim, Ahmad",1
" Qaedi, Muhammad Redo",1
" Juliansyah, Fauzan",1
" Lamberto, Kenzi",1
" Supriyadi, Dimas",1
" Pangestu, Ferdinandus Archie",1
"Rizkillah, Risda",12
" Wati, Restu Anjar",1
" Azizah, Aisyah Nur",2
