Issue Date;Title;Author(s)
21/12/23;Hubungan Karakteristik Lingkungan terhadap Keberadaan Fauna Tanah pada Area Konservasi PLTGU Cilegon;"Winata, Bayu; Ramadhan, Rafli"
20/12/23;Pengembangan Smart Tourism Untuk Wisata di Hutan Kota Srengseng Jakarta Barat, DKI Jakarta;"Hermawan, Rachmad; Rachmawati, Eva; Azzahra, Andi Astryd"
20/12/23;Pengembangan Produk Wisata Berbasis Potensi Sumber Daya Tumbuhan di Desa Wisata Nglanggeran Yogyakarta;"Rachmawati, Eva; Hidayati, Syafitri; Zahriana"
20/12/23;Kebijakan Penyediaan Air Bersih Berkelanjutan di Kota Bengkulu Sebagai Model untuk Kawasan Perkotaan Sedang;"Sapei, Asep; Hariyadi, Sigid; Anggraeni, Elisa; Khalik, Idham"
20/12/23;Fraksionasi Bahan Organik Tanah pada Bahan Induk Tanah yang Berbeda di Kebun Pendidikan Cikabayan;"Darmawan; Oktariani, Putri; Malik, Abdul"
20/12/23;Kinerja Mesin Pemupuk Kedelai dengan Penjatah Tipe Auger Bertenaga Traktor Tangan;"Hermawan, Wawan; Primamukti, Abdan"
20/12/23;Strategi Distribusi BBM Subsidi Solar di Papua Pasca Pengembangan Daerah Otorita Baru;"Fahmi, Idqan; Safari, Arief; Halim, Abdul"
20/12/23;Pengembangan Biskuit Mocaf Tepung Kacang Hijau dengan Penambahan Biji Fenugreek sebagai Alternatif Selingan untuk Ibu Menyusui;"Marliyati, Sri Anna; Ahsan, Muhammad Zaidan"
20/12/23;Optimalisasi Pengelolaan Penggunaan Lahan untuk Hasil Air Berkelanjutan di DAS Cisadane Regional Bogor;"Tarigan, Suria Darma; Baskoro, Dwi Putro Tejo; Hakim, Agil Abdul"
20/12/23;Identification and Nucleotide Sequence Variation of Begomovirus Causing Yellow Mosaic Disease on Several Crops;"Hidayat, Sri Hendrastuti; Nurulita, Sari; Hanifa, Ledia"
20/12/23;Desa dan Masyarakat Adat Dalam Arus Transformasi Agraria dan Ekspansi Sawit;"Dharmawan, Arya; Sumarti, Titik; Maksum, Mochammad; Kurniawan, Kharis Fadlan Borni"
19/12/23;Perencanaan Ruang Terbuka Publik Luaha Nou-Talu Saombo-Ture Mba a dengan Integrasi Aspek Kesejarahan Pesisir Kota Gunungsitoli.;"Damayanti, Vera Dian; Zega, Lewio Perdana Sorahugo"
19/12/23;Hasil Tangkapan Sampingan (Bycatch) Hiu dan Pari pada Perikanan Kecil di Perairan Kebumen, Jawa Tengah;"Wahyuningrum, Prihatin Ika; Wiryawan, Budy; Septiono, Rahmat"
18/12/23;Perubahan Ketersediaan Cu dan Zn di Tanah Gambut pada Penambahan Pupuk Mikro Berbagai Dosis;"Darmawan; Oktariani, Putri; Amara, Adhistya"
18/12/23;Pertumbuhan, Pembungaan dan Produksi Minyak Atsiri Melati (Jasminum sambac) Pada Berbagai Tingkat Pemupukan Nitrogen;"Krisantini, Krisantini; Kurniawati, Ani; Shintia, Mega"
18/12/23;Analisis Ekuitas Merek Sila Tea;"Taryana, Asep; Suhendi; Ardias, Clara Ganthy"
15/12/23;Komposit Ampas Kopi sebagai Material Tahan Panas Ramah Lingkungan;"Karlinasari, Lina; Kusumah, Sukma Surya; Massijaya, Sri Yustikasari"
15/12/23;Pendugaan Parameter Model Regresi Linier Berganda Berbasis Pencilan Sel Menggunakan Metode Detecting Deviating Cells;"Ardana, Ngakan Komang Kutha; Sumarno, Hadi; Qurrotul'aini, Nurul Fathi"
15/12/23;Struktur Histologi Ginjal Tikus yang Diberi Pakan Tinggi Kolesterol, Dadih, dan Emping Ketan Hitam;"Laila, Sri Rahmatul; Adnyane, I Ketut Mudite; Darmawan, Aurelia Huriyah Fathin"
12/12/23;Upaya Peningkatan Performa Reproduksi Kima Sisik (Tridacna squamosa) Melalui Perbedaan Dosis Induksi Hormon Serotonin;"Soelistyowati, Dinar Tri; Maulana, Fajar; Putra, Yosi Pramana"
11/12/23;Persepsi Masyarakat dan Upaya Pengendalian Abrasi di Desa Pantai Bakti Muaragembong Kabupaten Bekasi;"Santoso, Nyoto; Maulana, Ferdi"
11/12/23;Pengembangan Model Bisnis Ekspor Sayuran Berbasis Kemitraan Petani;"Hasbullah, Rokhani; Asnawi, Yudha Heryawan; Sunandar, M. Prayoga"
08/12/23;Perubahan Sifat Kimia Tanah Gambut Akibat Kebakaran Hutan dan Lahan;"Mulyanto, Budi; Suryaningtyas, Dyah Tjahyandari; Farhan, Al Dio Ndaru Al"
08/12/23;Dinamika Spasial Perubahan Tutupan Lahan dan Tingkat Perkembangan Wilayah di Kabupaten Madiun;"Pravitasari, Andrea Emma; Rosandi, Vely Brian; Permatasari, Dewi"
07/12/23;Evaluasi Efektivitas Pembelajaran Pendidikan Lingkungan Hidup Tematik Mangrove terhadap Pengetahuan, Sikap, dan Perilaku Siswa;"Kusmana, Cecep; Rachmawati, Eva; Gunawan, Hendra; Rosviani, Larasati"
07/12/23;Strategi Peningkatan Daya Saing Berbasis Value Chain Pada Produk Prefab (Studi Kasus PT. XYZ);"Indrawan, Raden Dikky; Anggraeni, Elisa; Elistioko, Dwi Nugraha Anton"
07/12/23;Ketahanan Penetrasi Tanah sebagai akibat Perlakuan Tanaman Vetiver (Chrysopogon zizanioides L.) dan Orok-Orok (Crotalaria juncea L.);"Purwakusuma, Wahyu; Yusuf, Sri Malahayati; Aryagina, Winda Aqnar"
06/12/23;Analsis Eksergoekonomi pada Sistem Penggilingan Padi yang Terintegrasi dengan Gasifier;"Budiastra, I Wayan; Solahudin, Mohamad; Purwanto, Yohanes Aris; Nelwan, Leopold Oscar; Chatib, Omil Charmyn"
06/12/23;Rancang Bangun Pendukung keputusan Spasial pada Rantai Pasok Bioenergi;"Arkeman, Yandra; Marimin; Hambali, Erliza; Krisnaningsih, Erni"
05/12/23;Media Sosial dan Pernikahan Dini di Kalangan Remaja Pedesaan (Kasus: Desa Pamijahan, Kecamatan Pamijahan, Kabupaten Bogor);"Sulistiawati, Asri; Zulfa, Savira"
05/12/23;Dampak Investasi Sektor Pertanian Maluku Utara terhadap Kinerja Perekonomian Maluku Utara dan Provinsi Lain di Indonesia.;"Sahara; Falatehan, A. Faroby; Saban, Asrilis Boy"
05/12/23;Pemetaan Kesesuaian Habitat Komodo (Varanus komodoensis Ouwens, 1912) di Pulau Komodo, Taman Nasional Komodo.;"Prasetyo, Lilik Budi; Pasada, Muhammad Reyhan"
03/12/23;Perbandingan Algoritme K-Means dan Fuzzy C-Means untuk Clustering Citra Daun Melon;"Buono, Agus; Priandana, Karlisa; Siregar, Ardinsyah"
02/12/23;Efektivitas Teknologi Iradiasi Terhadap Cemaran Mikroorganisme pada Vanili (Vanilla planifolia A.) Hasil Proses Curing;"Budiastra, I Wayan; Ahmad, Usman; Handayani, Yossi"
01/12/23;Eco-Gender Gap dalam Pemeliharaan Lingkungan di Desa Wisata (Kasus : Rumah Tangga Anggota Komunitas Pecinta Lingkungan di Desa Wisata Batulayang, Kecamatan Cisarua, Kabupaten Bogor);"Wahyuni, Ekawati Sri; Apriani, Lutfia Putri"
2023-12;Evaluasi Kinerja Produksi D-Line Tiga Strain Grand Parent Stock Ayam Ras Tipe Pedaging di Indonesia.;"Afnan, Rudi; Darwati, Sri; Muladno; Rosikin"
2023-12;Performa Flock Empat Strain Grand Stock Ayam Ras Pedaging di Indonesia;"Mulandno; Ulfah, Maria; Darwati, Sri; Rofii"
2023-12;Application of Ethanol Based Moringa (Moringa oleifera) Leaf Extract to Reduce Salmonella spp. in Chicken Fillet;"Dewanti-Hariyadi, Ratih; Faridah, Didah Nur; Satya, Gabriella Selena"
2023-12;Masalah Kemiskinan di Provinsi Jawa Tengah serta Saran Kebijakan untuk Menguranginya;"Hutagaol, Manuntun Parulian; Pangestu AW, Gde Bayu"
2023-12;Determinan Daya Saing Kopi Indonesia di Pasar Eurasian Economic Union (EAEU);"Fahmi, Idqan; Probokawuryan, Mutiara; Artanovia, Natasya"
2023-12;Keterkaitan Adaptasi Fisiologis Ternak dengan Gen VEGF (Vascular Endothelial Growth Factor) pada Kambing ( Capra hire us);Mulyono, Rini Herlina
2023-12;Hubungan Aktivitas Fisik, Status Hidrasi, Kualitas Diet, dan Kebugaran Atlet Basket Club Dramaga Muda Kabupaten Bogor;"Riyadi, Hadi; Rahmawati, Della Nindah"
2023-12;Analisis Isi Perundang-Undangan tentang Kebijakan Pajak Karbon di Indonesia;"Bahruni; Azizah, Safira"
2023-12;Analisis Keberlanjutan Usaha Pembibitan Ternak Sapi Di Situ Bolang Kecamatan Cikedung Kabupaten Indramayu Jawa Barat.;"Lucia, Cyrilla ENSD; Bramada, Winiar Putra; Sutrisno"
2023-12;Efektivitas Plantarisin IIA-1A5 Sebagai Pengawet Ayam IPB-D1 Final Stock Ungkep Dengan Lama Penyimpanan Berbeda;"Arief, Irma Isnafia; Ulupi, Niken; Sumantri, Cece; Fauziah, Syarah Asma"
2023-12;Biodiversitas Serangga Pengunjung dan Efektivitas Penamambahan Apis cerana dan Tetragonula laeviceps dalam Penyerbukan Jeruk Pamelo;"Atmowidi, Tri; Kahono, Sih; Priawandiputra, Windra; Anisa, Henta Ria"
2023-12;Pengaruh Kebisingan Terhadap Perilaku Bersuara Cucak Kutilang (Pycnonotus aurigaster) di Kampus IPB Darmaga, Bogor;"Mulyani, Yeni Aryati; Rinaldi, Dones; Indriyani, Tika"
2023-12;Keanekaragaman Hayati Tumbuhan Di Areal PBPH PT. Agra Primera Plantation Kabupaten Ketapang, Provinsi Kalimantan Barat;Siswoyo
2023-12;Sampling Design for Trees Outside Forest in Indonesia;Tiryana, Tatang
2023-12;Strategi Komunikasi dalam Pengembangan Wisata Kampung Naga, Kecamatan Salawu, Tasikmalaya, Jawa Barat.;Islami, Tiara Nabilah
2023-12;Perakitan Teknologi Produksi Cabai Industri Olahan Menggunakan Varietas Unggul, Fertigasi dan Mulsa Polyethylene pada Kerapatan Tinggi;"Susila, Anas Dinurrohman; Suketi, Ketty; Rusdan, Risna"
2023-12;Bola Energi Untuk Pertumbuhan Tanaman Yang Luar Biasa;Sandra, Edhi
2023-12;Orchidarium;Sandra, Edhi
2023-12;Initial Study Lingkungan dan Fisiology Tabebuya rosea Untuk Treatmen Modifikasi Fase Pembungaan;Sandra, Edhi
2023-12;Karakteristik Dan Aplikasi Hormon;Sandra, Edhi
2023-12;Evaluasi Pengelolaan Laboratorium Kultur Jaringan Direktorat Perbenihan Tanaman Hutan PDASRH KLHK;Sandra, Edhi
2023-12;Tanaman Kratom Mytragina spesioca untuk Kesejahteraan serta Kesehatan Masyarakat;Sandra, Edhi
2023-12;Invigorasi Benih Padi dengan Vermicompost Priming untuk Meningkatkan Mutu Fisiologis Benih pada Kondisi Optimum dan Cekaman Salinitas;"Ilyas, Satriyas; Nurjanah, Siti"
2023-12;Komposisi Jenis dan Struktur Vegetasi Hutan Mangrove di Suaka Margasatwa Muara Angke, Jakarta Utara;"Kusmana, Cecep; Winata, Bayu; Aiko, Nethania"
2023-12;Faktor Risiko Status Gizi Kurang pada Anak 6-23 Bulan di Jawa Barat: Analisis Data SSGI 2021;"Dwiriani, Cesilia Meti; Riyadi, Hadi; Batubara, Fithriani"
2023-12;Analisis Kepuasan Pelanggan Anami Coffee Kota Bogor.;"Widyastuti, Hardiana; Fadillah, Dyfan Farrel"
2023-12;Struktur Komunitas Perifiton Sebagai Bioindikator Pencemaran Perairan di Sungai Cibareno, Sukabumi, Jawa Barat;"Pratiwi, Niken Tunjung Murti; Iswantari, Aliati; Putri, Helmia Almazayanur Affuroka"
2023-12;"Penerapan Project Based Learning pada Mata Kuliah ""Pengembangan dan Pemasaran Produk Baru"" di Prodi Supervisor Jaminan Mutu Pangan, Sekolah Vokasi, IPB University";"Sarastani, Dewi; Trianawati, Mrr. Lukie; Hapsari, Rianti Dyah; Ratih L, Faranita"
2023-12;Sintesis Partikel Nanobesi dengan Bioreduktor Polifenol dari Ekstrak Kulit Delima Merah;"Sugiarti, Sri; Charlena; Aditya, Muhammad Hafizh"
2023-12;Analisis Peranan Peta Kelas Kemampuan Lahan Skala Semidetil Dalam Pengalokasian Ruang Kabupaten Pandeglang Dan Kota Serang;Iswati, Asdar
2023-12;Tingkat Konsumsi Oksigen dan Preferensi Makanan Kepiting Air Tawar (Parathelphusa convexa De Man, 1879);"Krisanti, Majariana; Wildan, Dudi Muhammad; Solikhah"
2023-12;Aplikasi Model Swat Untuk Memprediksi Debit Aliran Sungai Das Citarum Hulu;Hidayat, Yayat
2023-12;Rancang Bangun Jaket Pelampung Terlacak Jarak Jauh Berbasis LoRa;"Jaya, Indra; Iqbal, Muhammad; Apriliansyah, Bachtiar Adi"
2023-12;Serangan Hama Boleng Cylas Formicarius (Coleoptera: Brentidae) Pada Tanaman Ubi Jalar Cilembu Di Kabupaten Sumedang;"Basuki, Khoirunnisa Nurul Izzah; Winasa, I Wayan"
2023-12;Pengukuran Kuantitatif Tingkat Keberlanjutan Urban Form dalam Perencanaan Wilayah Koridor Selatan Konurbasai Jakarta-Bandung Mega-Urban Region (JBMUR);"Rustiadi, Ernan; Juanda, Bambang; Pribadi, Didit Okta; Jatayu, Anoraga"
2023-12;Jasa Konsultansi Studi Potensi Pemanfaatan Hutan Rakyat, Hutan Negara dan Perkebunan Negara di Sekitar PLTU Banten, Kalimantan Barat dan Sumatera Barat dan Feasibility Study Industri Serbuk Untuk Sustainability Biomassa Cofiring Tahun 2023;"Rusli, Meika Syahbana; Hermawan, Dede; Sukendro, Andi; Trison, Soni; Wibawa, Dhani Satria, et al"
2023-12;Pilot Project Feedstock Tanaman Energi Eksisting di Daerah Labuan untuk Sustainability Biomassa Cofiring;"Rusli, Meika Syahbana; Hermawan, Dede; Sukendro, Andi; Trison, Soni; Fitria, Rista"
2023-12;Analisis Perubahan Mutu Tomat dan Selada Pada Penyimpanan ZECC (Zero Energy Cool Chamber);"Sutrisno; Darmawati, Emmy; Paluseri, Fachira Ulfah"
2023-12;Pola Makan Sehat untuk Bentengi Diri dari Polusi Udara;Ekawidyani, Karina Rahmadia
2023-12;Laporan Akhir Project Kerja Sama Peramalan dan Analisis Statistik Produksi TBS (Tandan Buah Segar) Kebun Kelapa Sawit Menggunakan Pendekatan Machine Learning;Oktarina, Sachnaz Desta
2023-12;Bird Community In Urban Habitats: Assessment Using Passive Acoustic Monitoring;"Mulyani, Yeni A.; Rinaldi, Dones; Retnaningtyas, Riri W.; Fithri, Aida; Raiyardi, Yaumud, et al"
2023-12;Proses Produksi Biodiesel dari Minyak Jelantah Menggunakan Katalis KOH dan Pemanasan Gelombang Mikro;"Hartulistiyoso, Edy; Alfaridji, Mohamad Rifandi"
2023-12;Dinamika Karbon dan Elevasi Permukaan Tanah Ekosistem Mangrove di Cagar Alam Pulau Dua dan Pertambakan di Sekitarnya;"Murdiyarso, Daniel; Sasmito, Sigit D.; Royna, Milkah"
30/11/23;Penambahan Asam Humat pada Pakan Ikan Nila Oreochromis niloticus yang Dipelihara dalam Lingkungan Perairan yang Tercemar Logam Kadmium;"Jusadi, Dedi; Ekasari, Julie; Waruju, Rio Nugraha"
30/11/23;Resistansi Escherichia coli yang Diisolasi dari Kucing di Klinik Hewan Kota Depok Terhadap Antibiotik;"Safika; Nugraha, Arifin Budiman; Auraroso, Tabitha Audrey"
30/11/23;Pembuatan Pakan Komplit Bentuk Mash dan Silase untuk Domba Pasca Transportasi.;"Retnani, Yuli; Sujarnoko, Tekad Urip Pambudi; Wicaksono, Rafli Ismiadi"
29/11/23;Sintesis dan Analisis Sifat Mekanika Biokomposit Sandwich Tandan Kosong Kelapa Sawit (TKKS);"Nikmatin, Siti; Irmansyah, Irmansyah; Rahmi, Maulida"
29/11/23;Analisis Kepuasan Pelanggan Aplikasi Provider Operator Internet Berdasarkan Pengaruh ECRM (Electronic Customer Relationship Management).;"Widyastuti, Hardiana; Wijoyo, Bernhard Varian"
28/11/23;Peningkatan Produktivitas Tanaman Ubi Kayu Melalui Peningkatan Status C-organik Tanah dan Dosis Pupuk NPK di Tanah Ultisol;"Santosa, Edi; Purwono, Purwono; Anwar, Syaiful"
28/11/23;Efektivitas Pupuk Majemuk Berbasis polyhalite Pada Tanaman Jagung Manis (Zea mays L. Saccharata).;"Purnamawati, Heni; Hasanulfuad, Nazri"
28/11/23;Model Komunikasi Organisasi dalam Pengembangan Kinerja Balai Penyuluhan Keluarga Berencana (Kasus di Kabupaten Cianjur dan Indramayu Provinsi Jawa Barat);"Muljono, Pudji; Damanik, Muhammad Rizal Martua; Anwas, E. Oos M; Adi, Fajar"
27/11/23;Studi Daya Regenerasi Tunas Coelogyne fragrans Schltr. Mutan Poliploidi Generasi MV3;"Wiendi, Ni Made Armini; Krisantini, Krisantini; Yunedi, Salsabila"
27/11/23;Pengaruh Promosi, Literasi Keuangan dan Persepsi Risiko Terhadap Minat Menabung Emas Bank Syariah ABC;"Simanjuntak, Megawati; Taryana, Asep; Wulan, Asvianti Handaru"
27/11/23;Pengaruh Variasi Suhu Pre-Treatment Metode Leaching dalam Ekstraksi Silika TKKS sebagai Material Semikonduktor;"Nikmatin, Siti; Syafutra, Heriyanto; Yuliardi, Annisa"
24/11/23;Penggunaan Lampu LED Grow Light Untuk Pertumbuhan Tanaman Soka (Ixora coocinea L.);"Nasrullah, Nizar; Sultansyah, Fabian Khalaf"
23/11/23;Skenario Pengelolaan Hutan Tanaman Pangan Berkelanjutan (Studi Kasus Di Kawasan Eks-PLG Kalimantan Tengah);"Kuncahyo, Budi; Mardiana, Rina; Dewi, Sevana"
23/11/23;Distribusi dan Habitat Perkembangbiakan Nyamuk Aedes spp. di Lingkungan Kampus IPB Darmaga;"Hadi, Upik Kesumawati; Supriyono, Supriyono; Kendrew"
22/11/23;Strategi Pengembangan Ekowisata Mangrove di Pusat Restorasi dan Pembelajaran Mangrove (PRPM) Paljaya, Kabupaten Bekasi;"Yulianto, Gatot; Imran, Zulhamsyah; Faubiany, Varenna"
22/11/23;Identifikasi Indikator Pembeda Asal Formaldehida Berdasarkan Parameter Kemunduran Mutu Ikan Karang;"Nurhayati, Tati; Nurjanah, Nurjanah; Barokah, Giri Rohmad; Permana, Ramadhan Ajie"
22/11/23;Strategi Pemerintah Kota Bekasi Dalam Pengembangan UMKM Makanan Minuman Pada Era Digital di Kota Bekasi;"Sarma, Ma'mun; Budiharsono, Sugeng; Sari, Dian Kartika"
22/11/23;Kualitas Fisik Pelet Komplit Limbah Kacang Tanah (Arachis hypogaea) dan Pengaruhnya Terhadap Performa Kelinci Fase Pertumbuhan;"Retnani, Yuli; Diapari, Didid; Jaini, Riski Amelia"
21/11/23;Analisis Keragaman Gen CSN1S1 dan Asosiasinya terhadap Kualitas Susu Kambing Silangan Saanen dan Peranakan Etawah (Sapera);"Sumantri, Cece; Atabany, Afton; Anggraeni, Anneke; Anggraini, Ega"
20/11/23;Meta Analisis Pengaruh Proses Fermentasi, Jenis dan Asal Biji Kakao Terhadap Kapasitas Antioksidannya.;"Koswara, Sutrisno; Jayanegara, Anuraga; Maulina, Kania Dewi"
20/11/23;Respon Pertumbuhan dan Pembungaan Dua Klon Marigold (Tagetes erecta L.) terhadap Frekuensi Pinching dan Pemupukan;"Aisyah, Syarifah Iis; Syukur, Muhamad; Yanuar, Khairul"
20/11/23;Desain Taman Atap pada Gedung Apartemen Marrakech Suites, Pesona City Depok.;"Fatimah, Indung Sitti; Mahaputra, Muhammad Innal"
20/11/23;Analisis Preferensi Konsumen Dalam Memilih Coffee Shop di Kota Bontang;"Taryana, Asep; Palupiningrum, Agustina Widi; Mutaqqin, Moch. Ichwan"
20/11/23;Penentuan Keragaman Gen FREM2 dan Asosiasi terhadap Kualitas Daging pada Sapi Bali Menggunakan Citra Ultrasonografi;"Jakaria, Jakaria; Ulum, Mokhamad Fakhrul; Pertiwi, Eva Amalia"
20/11/23;Rantai Pasok Beras FS Jasmine PT Food Station Tjipinang Jaya;"Nurmalina, Rita; Jahroh, Siti; Marzuki, Ferry Fardiansyah"
20/11/23;Pengaruh Pengetahuan Kualitas Pernikahan dan Kesiapan Berkeluarga terhadap Preferensi Usia Menikah pada Mahasiswa;"Sunarti, Euis; Alin, Mulki Nur"
17/11/23;Populasi Fungi Mikoriza Arbuskula dan Bakteri pada Mikorhizosfer Semai Trembesi (Samanea saman (Jacq.) Merrill) dalam Pot Organik;"Budi, Sri Wilarso; Hidayat, Nahda Shabira"
17/11/23;Pemulihan Vegetasi di bawah Tegakan Tua Tengkawang Pelekpek (Shorea mecistopteryx) di KHDTK Haurbentes, Kabupaten Bogor;"Pamoengkas, Prijanto; Darwo; Anam, Reza Alvino"
17/11/23;Upaya Domestikasi Awal Ikan Nomorhampus sp. Endemik Danau Lindu, Sulawesi;"Carman, Odang; Alimuddin, Alimuddin; Soelistyowati, Dinar Tri; Herjayanto, Muh"
17/11/23;Isolasi dan Identifikasi Bakteri Patogen pada Glass Eel Anguilla bicolor yang Dipelihara di Departemen Budidaya Perairan, IPB;"Sukenda, Sukenda; Larasati, Nadia"
17/11/23;Pengembangan Backend API Konsul Tani pada Aplikasi Digitani dengan Metode Prototyping;"Ramadhan, Dean Apriana; Rachmaniah, Meuthia; Nurfath, Akaasyah"
16/11/23;Histopatologi Limpa Macaca fascicularis dengan Infeksi Klebsiella pneumoniae;"Laila, Sri Rahmatul; Pamungkas, Joko; Rahmat, Nur Nadhirah"
16/11/23;Struktur Komunitas Makrozoobentos dan Keterkaitannya dengan Kualitas Air di Perairan Teluk Banten;"Samosir, Agustinus; Sulistiono; Fauziah, Hani"
16/11/23;Penilaian Potensi Bahaya Banjir Berbasiskan Model Flood Hazard Index (FHI) Multi-Kriteria (Studi Kasus: DAS Bengawan Solo Hilir);"Dasanto, Bambang Dwi; Febrianti, Nabilla Ayu"
16/11/23;Pengaruh Imunostimulan Herbal terhadap Sintasan, Respons Imun dan Pertumbuhan Udang Penaeid : Kajian Meta-Analisis;"Sukenda, Sukenda; Widanarni, Widanarni; Jayanegara, Anuraga; Ismunandar YS, Muh"
15/11/23;Model Pengelolaan Daerah Aliran Sungai (DAS) Sangkub di Provinsi Sulawesi Utara Untuk Mitigasi Banjir;"Widiatmaka; Marimin; Panuju, Dyah Retno; Tarigan, Suria Darma; Djoharam, Veybi"
15/11/23;Karakteristik Komposit Rigid Polyurethane Foam Berpengisi Partikel Batang Rami Sebagai Material Insulasi;"Hermawan, Dede; Munawar, Sasa Sofyan; Nisa, Rihab Stafian"
